start_day,start_month,start_year,end_day,end_month,end_year,taxon,tvk
1,1,1814,,,,Tachypodoiulus niger,NHMSYS0020108490
1,4,1970,,,,Eurygeophilus pinguis,NHMSYS0020108917
1,1,1947,,,,Burmoniscus meeusei,NHMSYS0020302558
1,1,1962,,,,Caecidotea communis,NHMSYS0020302559
1,1,1965,,,,Nagurus cristatus,NHMSYS0020302566
1,1,1911,,,,Nagurus nanus,NHMSYS0020302567
1,1,1947,,,,Reductoniscus costulatus,NHMSYS0020302570
1,1,1908,,,,Setaphora patiencei,NHMSYS0020302571
1,3,1974,,,,Stenophiloscia glarearum,NHMSYS0020302572
11,5,2005,,,,Cryptops doriae,NHMSYS0020500657
20,5,1986,,,,Lithobius (Lithobius) lapidicola,NHMSYS0020500669
20,5,1986,,,,Lithobius (Lithobius) lucifugus,NHMSYS0020500670
1,1,1986,,,,Lithobius (Lithobius) peregrinus,NHMSYS0020500674
1,1,1913,,,,Lithobius (Lithobius) tenebrosus,NHMSYS0020500677
1,1,1965,,,,Lithobius (Lithobius) tricuspis,NHMSYS0020500678
1,1,1968,,,,Schendyla dentata,NHMSYS0020500692
8,2,1976,,,,Tygarrup javanicus,NHMSYS0020784896
17,4,2009,,,,Amphitomeus attemsi,NHMSYS0020977691
17,4,2009,,,,Brachyiulus lusitanus,NHMSYS0020977697
17,4,2009,,,,Pseudospirobolellus avernus,NHMSYS0020977723
18,4,2010,,,,Siphonophoridae sp. Eden A,NHMSYS0020977763
17,4,2009,,,,Eutrichodesmus sp. Eden A,NHMSYS0020977769
1,1,1986,,,,Rhinotus purpureus,NHMSYS0020977793
2,5,2003,,,,Gabunillo sp. Eden A,NHMSYS0020977805
28,5,2004,,,,Pseudotyphloscia sp. Eden A,NHMSYS0020977817
11,5,2005,,,,Armadillidium assimile,NHMSYS0020977823
11,5,2005,,,,Chaetophiloscia sicula,NHMSYS0020977829
1,1,1975,,,,Eluma caelata,NHMSYS0020977835
17,4,2010,,,,Lucasius pallidus,NHMSYS0020977847
1,1,2005,,,,Venezillo parvus,NHMSYS0020977859
1,1,1934,,,,Trichoniscoides saeroeensis,NHMSYS0021050625
9,1,1988,,,,Melogona voigtii,NHMSYS0021122426
1,4,2007,,,,Cryptops cf. hispanus,NHMSYS0021131328
1,1,1960,,,,Haplophilus souletinus,NHMSYS0021131341
