code,taxon,tvk
3,Scrobipalpa artemisiella,NHMSYS0000504139
4,Scrobipalpa atriplicella,NHMSYS0000504140
4,Scrobipalpa clintoni,NHMSYS0000504141
2,Scrobipalpa costella,NHMSYS0000504142
4,Scrobipalpa instabilella,NHMSYS0000504143
4,Scrobipalpa nitentella,NHMSYS0000504146
4,Scrobipalpa obsoletella,NHMSYS0000504147
4,Scrobipalpa ocellatella,NHMSYS0000504148
4,Scrobipalpa stangei,NHMSYS0000504153
4,Scrobipalpa suaedella,NHMSYS0000504154
5,Scrobipalpula diffluella,NHMSYS0000504156
5,Scrobipalpula tussilaginis,NHMSYS0000504158
4,Sitotroga cerealella,NHMSYS0000504230
3,Stenolechia gemmella,NHMSYS0000504307
4,Teleiodes flavimaculella,NHMSYS0000504462
4,Teleiodes wagae,NHMSYS0000504466
3,Teleiopsis diffinis,NHMSYS0000504468
4,Xenolechia aethiops,NHMSYS0000504665
4,Xystophora pulveratella,NHMSYS0000504676
4,Scrobipalpa samadensis,NHMSYS0000521368
4,Tuta absoluta,NHMSYS0020973895
3,Aproaerema anthyllidella,NHMSYS0021142621
3,Nothris verbascella,NHMSYS0021142634
2,Neofaculta ericetella,NHMSYS0021142637
4,Pexicopia malvella,NHMSYS0021142651
3,Bryotropha terrella,NHMSYS0021142667
4,Aristotelia subdecurtella,NHMSYS0021142690
2,Isophrictis striatella,NHMSYS0021142691
2,Apodia bifractella,NHMSYS0021142697
5,Psamathocrita osseella,NHMSYS0021142701
2,Argolamprotes micella,NHMSYS0021142702
4,Monochroa tenebrella,NHMSYS0021142707
3,Monochroa palustrellus,NHMSYS0021142713
5,Monochroa arundinetella,NHMSYS0021142714
3,Sophronia semicostella,NHMSYS0021142731
3,Gelechia rhombella,NHMSYS0021142740
3,Gelechia sororculella,NHMSYS0021142742
3,Gelechia turpella,NHMSYS0021142745
4,Scrobipalpa murinella,NHMSYS0021142749
4,Scrobipalpa salicorniae,NHMSYS0021142751
3,Caryocolum marmorea,NHMSYS0021142764
5,Caryocolum proxima,NHMSYS0021142771
3,Teleiodes vulgella,NHMSYS0021142777
2,Teleiodes luculella,NHMSYS0021142781
4,Carpatolechia notatella,NHMSYS0021142787
4,Recurvaria nanella,NHMSYS0021142793
2,Oxypteryx wilkella,NHMSYS0021297319
4,Oxypteryx unicolorella,NHMSYS0021297329
4,Oxypteryx atrella,NHMSYS0021297334
4,Oxypteryx immaculatella,NHMSYS0021297339
5,Aproaerema albifrontella,NHMSYS0021372489
5,Aproaerema albipalpella,NHMSYS0021372494
5,Aproaerema cinctella,NHMSYS0021372499
4,Aproaerema larseniella,NHMSYS0021372504
2,Aproaerema polychromella,NHMSYS0021372509
4,Aproaerema sangiella,NHMSYS0021372514
5,Aproaerema suecicella,NHMSYS0021372519
3,Aproaerema taeniolella,NHMSYS0021372524
5,Aproaerema vinella,NHMSYS0021372529
3,Neotelphusa sequax,NHMSYS0021373734
