"start_day","start_month","end_day","end_month","stage","taxon","tvk"
1,6,30,9,"mature","Cerceris quadricincta","NHMSYS0000875631"
1,6,30,9,"mature","Cerceris quinquefasciata","NHMSYS0000875632"
1,6,30,9,"mature","Cerceris ruficornis","NHMSYS0000875633"
1,4,31,10,"mature","Cerceris rybyensis","NHMSYS0000875634"
1,4,30,9,"mature","Ceropales maculata","NHMSYS0000875637"
1,6,30,9,"mature","Ceropales variegata","NHMSYS0000875638"
1,5,30,9,"mature","Chelostoma campanularum","NHMSYS0000875648"
1,5,31,8,"mature","Chelostoma florisomne","NHMSYS0000875649"
1,1,31,10,"mature","Chrysis angustula","NHMSYS0000875654"
1,5,31,8,"mature","Chrysis fulgida","NHMSYS0000875658"
1,5,30,9,"mature","Chrysis gracillima","NHMSYS0000875659"
1,4,30,9,"mature","Chrysis illigeri","NHMSYS0000875662"
1,4,30,9,"mature","Chrysis impressa","NHMSYS0000875663"
1,5,30,6,"mature","Chrysis longula","NHMSYS0000875664"
1,3,30,9,"mature","Chrysis mediata","NHMSYS0000875665"
1,6,30,6,"mature","Chrysis pseudobrevitarsis","NHMSYS0000875667"
1,5,30,9,"mature","Chrysis ruddii","NHMSYS0000875668"
1,4,31,8,"mature","Chrysis schencki","NHMSYS0000875670"
1,4,30,9,"mature","Chrysis viridula","NHMSYS0000875674"
1,5,31,7,"mature","Chrysura hirsuta","NHMSYS0000875676"
1,4,30,9,"mature","Chrysura radians","NHMSYS0000875679"
1,5,31,8,"mature","Cleptes nitidulus","NHMSYS0000875681"
1,5,30,9,"mature","Cleptes semiauratus","NHMSYS0000875683"
1,5,30,9,"mature","Coelioxys elongata","NHMSYS0000875700"
1,5,30,9,"mature","Coelioxys inermis","NHMSYS0000875701"
1,5,31,8,"mature","Coelioxys mandibularis","NHMSYS0000875702"
1,6,30,9,"mature","Coelioxys quadridentata","NHMSYS0000875703"
1,5,31,12,"mature","Coelioxys rufescens","NHMSYS0000875704"
1,3,30,6,"mature","Colletes cunicularius","NHMSYS0000875722"
1,4,31,10,"mature","Colletes daviesanus","NHMSYS0000875723"
1,6,31,8,"mature","Colletes floralis","NHMSYS0000875724"
1,5,30,9,"mature","Colletes fodiens","NHMSYS0000875725"
1,7,31,10,"mature","Colletes halophilus","NHMSYS0000875726"
1,6,31,8,"mature","Colletes marginatus","NHMSYS0000875727"
1,5,31,10,"mature","Colletes similis","NHMSYS0000875730"
1,1,31,10,"mature","Colletes succinctus","NHMSYS0000875731"
1,5,30,9,"mature","Crabro cribrarius","NHMSYS0000875733"
1,5,30,9,"mature","Crabro peltarius","NHMSYS0000875734"
1,6,30,9,"mature","Crabro scutellatus","NHMSYS0000875735"
1,4,30,4,"mature","Crematogaster scutellaris","NHMSYS0000875739"
1,1,31,10,"mature","Crossocerus annulipes","NHMSYS0000875774"
1,5,31,10,"mature","Crossocerus binotatus","NHMSYS0000875777"
1,3,30,9,"mature","Crossocerus capitosus","NHMSYS0000875778"
1,5,30,9,"mature","Crossocerus cetratus","NHMSYS0000875780"
1,6,30,9,"mature","Crossocerus congener","NHMSYS0000875782"
1,5,30,11,"mature","Crossocerus dimidiatus","NHMSYS0000875783"
1,4,30,9,"mature","Crossocerus distinguendus","NHMSYS0000875784"
1,3,31,10,"mature","Crossocerus elongatulus","NHMSYS0000875785"
1,6,30,9,"mature","Crossocerus exiguus","NHMSYS0000875786"
1,5,31,8,"mature","Crossocerus leucostomus","NHMSYS0000875791"
1,1,31,10,"mature","Crossocerus megacephalus","NHMSYS0000875792"
1,4,30,9,"mature","Crossocerus nigritus","NHMSYS0000875793"
1,4,30,9,"mature","Crossocerus ovalis","NHMSYS0000875794"
1,6,31,10,"mature","Crossocerus palmipes","NHMSYS0000875797"
1,5,31,12,"mature","Crossocerus podagricus","NHMSYS0000875798"
1,5,31,10,"mature","Crossocerus quadrimaculatus","NHMSYS0000875801"
1,5,31,10,"mature","Crossocerus styrius","NHMSYS0000875804"
1,5,31,8,"mature","Crossocerus vagabundus","NHMSYS0000875806"
1,5,30,9,"mature","Crossocerus walkeri","NHMSYS0000875810"
1,5,31,10,"mature","Crossocerus wesmaeli","NHMSYS0000875811"
1,5,30,9,"mature","Dasypoda hirtipes","NHMSYS0000875818"
1,7,31,7,"mature","Dinetus pictus","NHMSYS0000875825"
1,5,31,10,"mature","Diodontus insidiosus","NHMSYS0000875828"
1,5,31,10,"mature","Diodontus luperus","NHMSYS0000875829"
1,5,31,10,"mature","Diodontus minutus","NHMSYS0000875830"
1,5,31,10,"mature","Diodontus tristis","NHMSYS0000875831"
1,4,30,11,"mature","Dolichovespula norwegica","NHMSYS0000875847"
1,1,30,11,"mature","Dolichovespula saxonica","NHMSYS0000875848"
1,6,30,6,"mature","Dryinus collaris","NHMSYS0000875854"
1,7,31,7,"mature","Dryinus niger","NHMSYS0000875856"
1,6,30,6,"mature","Dufourea halictula","NHMSYS0000875860"
1,5,30,9,"mature","Ectemnius borealis","NHMSYS0000875877"
1,1,30,11,"mature","Ectemnius cavifrons","NHMSYS0000875878"
1,2,31,10,"mature","Ectemnius cephalotes","NHMSYS0000875879"
1,5,30,9,"mature","Ectemnius dives","NHMSYS0000875883"
1,4,30,9,"mature","Ectemnius lapidarius","NHMSYS0000875885"
1,4,30,9,"mature","Ectemnius rubicola","NHMSYS0000875893"
1,4,30,9,"mature","Ectemnius ruficornis","NHMSYS0000875894"
1,5,31,8,"mature","Elampus panzeri","NHMSYS0000875899"
1,1,31,10,"mature","Embolemus ruddii","NHMSYS0000875903"
1,5,30,9,"mature","Entomognathus brevis","NHMSYS0000875906"
1,5,31,10,"mature","Epeolus cruciger","NHMSYS0000875908"
1,5,31,10,"mature","Epeolus variegatus","NHMSYS0000875912"
1,5,31,10,"mature","Episyron rufipes","NHMSYS0000875915"
1,5,30,9,"mature","Epyris bilineatus","NHMSYS0000875918"
1,4,30,9,"mature","Epyris niger","NHMSYS0000875923"
1,4,31,8,"mature","Eucera longicornis","NHMSYS0000875930"
1,5,31,8,"mature","Eucera nigrescens","NHMSYS0000875931"
1,7,31,8,"mature","Eumenes coarctatus","NHMSYS0000875934"
1,5,31,10,"mature","Eumenes coarctatus","NHMSYS0000875934"
1,5,31,8,"mature","Euodynerus quadrifasciatus","NHMSYS0000875939"
1,4,31,10,"mature","Evagetes dubius","NHMSYS0000875943"
1,6,30,9,"mature","Evagetes pectinipes","NHMSYS0000875944"
1,2,30,11,"mature","Formica aquilonia","NHMSYS0000875949"
1,4,31,10,"mature","Formica exsecta","NHMSYS0000875953"
1,1,30,11,"mature","Formica fusca","NHMSYS0000875954"
1,4,30,9,"mature","Formica picea [Genus inferred]","NHMSYS0000875960"
1,4,30,9,"mature","Formica pratensis","NHMSYS0000875961"
1,3,30,9,"mature","Formica rufibarbis","NHMSYS0000875964"
1,1,31,10,"mature","Formica sanguinea","NHMSYS0000875966"
1,1,30,11,"mature","Formicoxenus nitidulus","NHMSYS0000875971"
1,6,31,7,"mature","Gonatopus bicolor","NHMSYS0000875975"
1,5,30,11,"mature","Gonatopus clavipes","NHMSYS0000875976"
1,6,30,11,"mature","Gonatopus distinguendus","NHMSYS0000875979"
1,6,30,9,"mature","Gonatopus lunatus","NHMSYS0000875985"
1,5,31,7,"mature","Gonatopus striatus","NHMSYS0000875994"
1,5,30,9,"mature","Goniozus claripennis","NHMSYS0000875999"
1,5,30,9,"mature","Gorytes laticinctus","NHMSYS0000876005"
1,6,30,9,"mature","Gorytes quadrifasciatus","NHMSYS0000876006"
1,4,31,10,"mature","Halictus confusus","NHMSYS0000876021"
1,5,30,9,"mature","Halictus eurygnathus","NHMSYS0000876022"
1,5,30,9,"mature","Halictus maculatus","NHMSYS0000876025"
1,3,31,10,"mature","Halictus rubicundus","NHMSYS0000876030"
1,3,31,12,"mature","Halictus tumulorum","NHMSYS0000876034"
1,6,30,6,"mature","Haplogonatopus oratorius","NHMSYS0000876036"
1,5,30,9,"mature","Harpactus tumidus","NHMSYS0000876038"
1,5,30,9,"mature","Hedychridium ardens","NHMSYS0000876040"
1,5,31,8,"mature","Hedychridium coriaceum","NHMSYS0000876041"
1,5,31,8,"mature","Hedychridium cupreum","NHMSYS0000876042"
1,6,30,9,"mature","Hedychridium roseum","NHMSYS0000876044"
1,5,30,9,"mature","Hedychrum niemelai","NHMSYS0000876047"
1,5,30,9,"mature","Heriades truncorum","NHMSYS0000876052"
1,6,30,9,"mature","Homonotus sanguinolentus","NHMSYS0000876062"
1,1,30,9,"mature","Hoplitis claviventris","NHMSYS0000876071"
1,4,30,9,"mature","Hylaeus brevicornis","NHMSYS0000876098"
1,1,31,10,"mature","Hylaeus communis","NHMSYS0000876099"
1,4,30,9,"mature","Hylaeus confusus","NHMSYS0000876100"
1,6,30,9,"mature","Hylaeus cornutus","NHMSYS0000876101"
1,3,30,9,"mature","Hylaeus hyalinatus","NHMSYS0000876106"
1,4,30,9,"mature","Hylaeus pictipes","NHMSYS0000876111"
1,4,31,10,"mature","Hylaeus signatus","NHMSYS0000876116"
1,3,30,11,"mature","Lasioglossum albipes","NHMSYS0000876168"
1,4,30,9,"mature","Lasioglossum angusticeps","NHMSYS0000876169"
1,5,30,9,"mature","Lasioglossum brevicorne","NHMSYS0000876173"
1,1,30,11,"mature","Lasioglossum calceatum","NHMSYS0000876174"
1,4,31,10,"mature","Lasioglossum cupromicans","NHMSYS0000876175"
1,3,31,10,"mature","Lasioglossum fratellum","NHMSYS0000876178"
1,2,31,10,"mature","Lasioglossum fulvicorne","NHMSYS0000876180"
1,3,31,10,"mature","Lasioglossum laevigatum","NHMSYS0000876184"
1,3,30,9,"mature","Lasioglossum laticeps","NHMSYS0000876185"
1,3,31,12,"mature","Lasioglossum leucozonium","NHMSYS0000876186"
1,3,30,11,"mature","Lasioglossum minutissimum","NHMSYS0000876191"
1,2,30,11,"mature","Lasioglossum morio","NHMSYS0000876193"
1,3,31,10,"mature","Lasioglossum nitidiusculum","NHMSYS0000876195"
1,2,31,10,"mature","Lasioglossum parvulum","NHMSYS0000876198"
1,3,30,9,"mature","Lasioglossum pauperatum","NHMSYS0000876199"
1,3,31,10,"mature","Lasioglossum pauxillum","NHMSYS0000876200"
1,4,30,11,"mature","Lasioglossum prasinum","NHMSYS0000876201"
1,3,31,10,"mature","Lasioglossum punctatissimum","NHMSYS0000876202"
1,3,31,10,"mature","Lasioglossum puncticolle","NHMSYS0000876203"
1,3,30,9,"mature","Lasioglossum quadrinotatum","NHMSYS0000876205"
1,2,31,10,"mature","Lasioglossum rufitarse","NHMSYS0000876206"
1,4,31,10,"mature","Lasioglossum semilucens","NHMSYS0000876208"
1,4,31,8,"mature","Lasioglossum sexnotatum","NHMSYS0000876210"
1,2,30,11,"mature","Lasioglossum villosulum","NHMSYS0000876215"
1,3,31,10,"mature","Lasioglossum xanthopus","NHMSYS0000876217"
1,3,31,10,"mature","Lasioglossum zonulum","NHMSYS0000876218"
1,4,31,8,"mature","Lasius emarginatus","NHMSYS0000876222"
1,3,31,12,"mature","Lasius meridionalis","NHMSYS0000876225"
1,3,31,12,"mature","Lasius umbratus","NHMSYS0000876228"
1,6,30,9,"mature","Lestiphorus bicinctus","NHMSYS0000876239"
1,4,30,9,"mature","Lindenius albilabris","NHMSYS0000876241"
1,5,30,9,"mature","Lindenius panzeri","NHMSYS0000876242"
1,7,31,7,"mature","Lindenius pygmaeus","NHMSYS0000876243"
1,5,30,9,"mature","Lonchodryinus ruficornis","NHMSYS0000876271"
1,5,30,9,"mature","Macropis europaea","NHMSYS0000876276"
1,3,30,9,"mature","Megachile centuncularis","NHMSYS0000876295"
1,5,31,8,"mature","Megachile circumcincta","NHMSYS0000876296"
1,3,31,10,"mature","Megachile ligniseca","NHMSYS0000876300"
1,5,30,9,"mature","Megachile maritima","NHMSYS0000876301"
1,4,30,9,"mature","Megachile versicolor","NHMSYS0000876302"
1,4,30,9,"mature","Megachile willughbiella","NHMSYS0000876303"
1,3,31,8,"mature","Melecta albifrons","NHMSYS0000876305"
1,4,30,6,"mature","Melecta luctuosa","NHMSYS0000876307"
1,6,31,8,"mature","Melitta dimidiata","NHMSYS0000876311"
1,2,31,8,"mature","Melitta haemorrhoidalis","NHMSYS0000876312"
1,6,30,9,"mature","Melitta leporina","NHMSYS0000876313"
1,6,30,9,"mature","Melitta tricincta","NHMSYS0000876315"
1,1,30,11,"mature","Mellinus arvensis","NHMSYS0000876318"
1,7,31,8,"mature","Mellinus crabroneus","NHMSYS0000876319"
1,5,30,9,"mature","Methocha articulata","NHMSYS0000876326"
1,5,31,8,"mature","Microdynerus exilis","NHMSYS0000876330"
1,5,31,8,"mature","Mimesa bicolor","NHMSYS0000876333"
1,6,30,9,"mature","Mimesa bruxellensis","NHMSYS0000876334"
1,5,30,9,"mature","Mimesa lutaria","NHMSYS0000876336"
1,6,31,8,"mature","Mimumesa atratina","NHMSYS0000876339"
1,6,30,9,"mature","Mimumesa littoralis","NHMSYS0000876342"
1,5,30,9,"mature","Mimumesa unicolor","NHMSYS0000876343"
1,5,30,9,"mature","Miscophus ater","NHMSYS0000876345"
1,1,30,11,"mature","Monomorium pharaonis","NHMSYS0000876350"
1,5,31,8,"mature","Monosapyga clavicornis","NHMSYS0000876352"
1,2,30,11,"mature","Mutilla europaea","NHMSYS0000876354"
1,4,31,8,"mature","Myrmica hirsuta","NHMSYS0000876362"
1,7,31,10,"mature","Myrmica karavajevi","NHMSYS0000876363"
1,2,31,12,"mature","Myrmica lobicornis","NHMSYS0000876365"
1,3,31,12,"mature","Myrmica specioides","NHMSYS0000876376"
1,3,30,11,"mature","Myrmica sulcinodis","NHMSYS0000876377"
1,9,31,10,"mature","Myrmica vandeli","NHMSYS0000876379"
1,4,31,10,"mature","Myrmosa atra","NHMSYS0000876382"
1,5,31,8,"mature","Nitela borealis","NHMSYS0000876393"
1,5,30,9,"mature","Nitela lucens","NHMSYS0000876394"
1,7,30,9,"mature","Nomada argentata","NHMSYS0000876400"
1,6,31,8,"mature","Nomada armata","NHMSYS0000876401"
1,6,30,9,"mature","Nomada baccata","NHMSYS0000876403"
1,5,31,7,"mature","Nomada conjungens","NHMSYS0000876410"
1,7,31,8,"mature","Nomada errans","NHMSYS0000876414"
1,3,30,9,"mature","Nomada fabriciana","NHMSYS0000876415"
1,3,31,5,"mature","Nomada ferruginata","NHMSYS0000876418"
1,3,31,8,"mature","Nomada flava","NHMSYS0000876419"
1,2,30,9,"mature","Nomada flavoguttata","NHMSYS0000876420"
