"start_day","start_month","start_year","end_day","end_month","end_year","taxon","tvk"
1,1,1800,,,,"Cimex lectularius","NHMSYS0020309085"
1,1,1800,,,,"Cimex pipistrelli","NHMSYS0020309086"
1,1,1841,,,,"Compsidolon (Coniortodes) salicellum","NHMSYS0020309093"
1,1,1877,,,,"Conostethus brevis","NHMSYS0020309095"
1,1,1870,,,,"Conostethus griseus","NHMSYS0020309096"
1,1,1829,,,,"Conostethus roseus","NHMSYS0020309097"
1,1,1800,,,,"Coranus (Coranus) subapterus","NHMSYS0020309101"
1,1,1800,,,,"Coranus (Coranus) woodroffei","NHMSYS0020309102"
1,1,1800,,,,"Coriomeris denticulatus","NHMSYS0020309108"
1,1,1800,,,,"Corizus hyoscyami","NHMSYS0020309113"
1,1,1800,,,,"Cyllecoris histrionius","NHMSYS0020309124"
1,1,1800,,,,"Cymus claviculus","NHMSYS0020309130"
1,1,1800,,,,"Cymus glandicolor","NHMSYS0020309131"
1,1,1800,,,,"Cymus melanocephalus","NHMSYS0020309132"
1,1,1800,,,,"Cyphostethus tristriatus","NHMSYS0020309134"
1,1,1807,,,,"Cyrtorhinus caricis","NHMSYS0020309136"
1,1,2000,,,,"Deraeocoris (Deraeocoris) flavilinea","NHMSYS0020309142"
1,1,1800,,,,"Deraeocoris (Deraeocoris) olivaceus","NHMSYS0020309143"
1,1,1800,,,,"Deraeocoris (Deraeocoris) ruber","NHMSYS0020309144"
1,1,1800,,,,"Deraeocoris (Deraeocoris) scutellaris","NHMSYS0020309145"
1,1,1837,,,,"Deraeocoris (Knightocapsus) lutescens","NHMSYS0020309147"
1,1,1800,,,,"Derephysia (Derephysia) foliacea","NHMSYS0020309149"
1,1,1981,,,,"Dichrooscytus gustavi","NHMSYS0020309152"
1,1,1829,,,,"Dichrooscytus rufipennis","NHMSYS0020309153"
1,1,1800,,,,"Dicranocephalus agilis","NHMSYS0020309155"
1,1,1800,,,,"Dicranocephalus medius","NHMSYS0020309156"
1,1,1800,,,,"Dictyla convergens","NHMSYS0020309158"
1,1,1800,,,,"Dictyonota fuliginosa","NHMSYS0020309160"
1,1,1800,,,,"Dictyonota strichnocera","NHMSYS0020309161"
1,1,1802,,,,"Dicyphus (Brachyceroea) annulatus","NHMSYS0020309165"
1,1,1829,,,,"Dicyphus (Brachyceroea) globulifer","NHMSYS0020309166"
1,1,1852,,,,"Dicyphus (Dicyphus) constrictus","NHMSYS0020309168"
1,1,1883,,,,"Dicyphus (Dicyphus) epilobii","NHMSYS0020309169"
1,1,1802,,,,"Dicyphus (Dicyphus) errans","NHMSYS0020309170"
1,1,1878,,,,"Dicyphus (Dicyphus) stachydis","NHMSYS0020309171"
1,1,1861,,,,"Dicyphus (Idolocoris) pallicornis","NHMSYS0020309173"
1,1,1800,,,,"Dolycoris baccarum","NHMSYS0020309177"
1,1,1800,,,,"Drymus (Drymus) latus","NHMSYS0020309181"
1,1,1800,,,,"Drymus (Drymus) pilicornis","NHMSYS0020309182"
1,1,1800,,,,"Drymus (Drymus) pilipes","NHMSYS0020309183"
1,1,1800,,,,"Drymus (Sylvadrymus) brunneus","NHMSYS0020309185"
1,1,1800,,,,"Drymus (Sylvadrymus) pumilio","NHMSYS0020309186"
1,1,1800,,,,"Drymus (Sylvadrymus) ryei","NHMSYS0020309187"
1,1,1800,,,,"Drymus (Sylvadrymus) sylvaticus","NHMSYS0020309188"
1,1,1800,,,,"Dryophilocoris (Dryophilocoris) flavoquadrimaculatus","NHMSYS0020309191"
1,1,1800,,,,"Dufouriellus ater","NHMSYS0020309194"
1,1,1800,,,,"Elasmostethus interstinctus","NHMSYS0020309198"
1,1,1800,,,,"Elasmucha grisea","NHMSYS0020309200"
1,1,1800,,,,"Elatophilus (Elatophilus) nigricornis","NHMSYS0020309203"
1,1,1998,,,,"Emblethis denticollis","NHMSYS0020309205"
1,1,1800,,,,"Emblethis griseus","NHMSYS0020309206"
1,1,1800,,,,"Empicoris baerensprungi","NHMSYS0020309209"
1,1,1800,,,,"Empicoris culiciformis","NHMSYS0020309210"
1,1,1800,,,,"Enoplops scapha","NHMSYS0020309212"
1,1,1800,,,,"Eremocoris abietis","NHMSYS0020309214"
1,1,1800,,,,"Eremocoris plebejus","NHMSYS0020309215"
1,1,1800,,,,"Eremocoris podagricus","NHMSYS0020309216"
1,1,1864,,,,"Europiella artemisiae","NHMSYS0020309220"
1,1,1893,,,,"Europiella decolor","NHMSYS0020309221"
1,1,1800,,,,"Eurydema (Eurydema) oleracea","NHMSYS0020309225"
1,1,1997,,,,"Eurydema (Eurydema) ornata","NHMSYS0020309226"
1,1,1800,,,,"Eurydema (Rubrodorsalium) dominulus","NHMSYS0020309228"
1,1,1800,,,,"Eurygaster maura","NHMSYS0020309230"
1,1,1800,,,,"Eurygaster testudinaria","NHMSYS0020309231"
1,1,1800,,,,"Eysarcoris aeneus","NHMSYS0020309234"
1,1,1800,,,,"Eysarcoris venustissimus","NHMSYS0020309235"
1,1,1870,,,,"Fieberocapsus flaveolus","NHMSYS0020309237"
1,1,1800,,,,"Gampsocoris punctipes","NHMSYS0020309240"
1,1,1800,,,,"Gastrodes abietum","NHMSYS0020309243"
1,1,1800,,,,"Gastrodes grossipes","NHMSYS0020309244"
1,1,1800,,,,"Geotomus punctulatus","NHMSYS0020309247"
1,1,1800,,,,"Globiceps (Kelidocoris) flavomaculatus","NHMSYS0020309265"
1,1,1877,,,,"Globiceps (Kelidocoris) fulvicollis subsp. cruciatus","NHMSYS0020309266"
1,1,1902,,,,"Globiceps (Kelidocoris) juniperi","NHMSYS0020309267"
1,1,1800,,,,"Gonocerus acuteangulatus","NHMSYS0020309271"
1,1,1800,,,,"Graptopeltus lynceus","NHMSYS0020309273"
1,1,1895,,,,"Hallodapus montandoni","NHMSYS0020309276"
1,1,1835,,,,"Hallodapus rufescens","NHMSYS0020309277"
1,1,1800,,,,"Halticus apterus","NHMSYS0020309282"
1,1,1805,,,,"Halticus luteicollis","NHMSYS0020309283"
1,1,1858,,,,"Halticus macrocephalus","NHMSYS0020309284"
1,1,1907,,,,"Halticus saltator","NHMSYS0020309285"
1,1,1800,,,,"Henestaris halophilus","NHMSYS0020309297"
1,1,1800,,,,"Henestaris laticeps","NHMSYS0020309298"
1,1,1800,,,,"Heterocordylus (Heterocordylus) genistae","NHMSYS0020309302"
1,1,1831,,,,"Heterocordylus (Heterocordylus) tibialis","NHMSYS0020309304"
1,1,1800,,,,"Heterogaster artemisiae","NHMSYS0020309306"
1,1,1800,,,,"Heterotoma planicornis","NHMSYS0020309310"
1,1,1842,,,,"Himacerus (Anaptus) major","NHMSYS0020309313"
1,1,1834,,,,"Himacerus (Aptus) mirmicoides","NHMSYS0020309315"
1,1,1800,,,,"Himacerus (Himacerus) apterus","NHMSYS0020309317"
1,1,1870,,,,"Himacerus (Stalia) boops","NHMSYS0020309319"
1,1,1813,,,,"Hoplomachus thunbergii","NHMSYS0020309324"
1,1,2003,,,,"Hypseloecus visci","NHMSYS0020309331"
1,1,1800,,,,"Ischnocoris angustulus","NHMSYS0020309334"
1,1,1800,,,,"Ischnodemus quadratus","NHMSYS0020309336"
1,1,1800,,,,"Ischnodemus sabuleti","NHMSYS0020309337"
1,1,1800,,,,"Kalama tricornis","NHMSYS0020309340"
1,1,1800,,,,"Kleidocerys ericae","NHMSYS0020309343"
1,1,1800,,,,"Kleidocerys resedae","NHMSYS0020309344"
1,1,1800,,,,"Lamproplax picea","NHMSYS0020309346"
1,1,1800,,,,"Lasiacantha capucina","NHMSYS0020309348"
1,1,1800,,,,"Lasiosomus enervis","NHMSYS0020309350"
1,1,1800,,,,"Legnotus limbosus","NHMSYS0020309352"
1,1,1800,,,,"Legnotus picipes","NHMSYS0020309353"
1,1,1800,,,,"Leptopterna dolabrata","NHMSYS0020309360"
1,1,1830,,,,"Leptopterna ferrugata","NHMSYS0020309361"
1,1,1800,,,,"Liorhyssus hyalinus","NHMSYS0020309367"
1,1,1807,,,,"Lopus decolor","NHMSYS0020309369"
1,1,1800,,,,"Loricula elegantula","NHMSYS0020309371"
1,1,1800,,,,"Loricula ruficeps","NHMSYS0020309372"
1,1,1800,,,,"Lyctocoris (Lyctocoris) campestris","NHMSYS0020309377"
1,1,1800,,,,"Lygocoris (Lygocoris) pabulinus","NHMSYS0020309387"
1,1,1807,,,,"Lygocoris (Lygocoris) rugicollis","NHMSYS0020309388"
1,1,1949,,,,"Lygus maritimus","NHMSYS0020309395"
1,1,1800,,,,"Lygus pratensis","NHMSYS0020309396"
1,1,1838,,,,"Lygus punctatus","NHMSYS0020309397"
1,1,1911,,,,"Lygus rugulipennis","NHMSYS0020309398"
1,1,1955,,,,"Lygus wagneri","NHMSYS0020309399"
1,1,1800,,,,"Macrodema micropterum","NHMSYS0020309401"
1,1,1839,,,,"Macrolophus pygmaeus","NHMSYS0020309403"
1,1,1950,,,,"Macrolophus rubi","NHMSYS0020309404"
1,1,1970,,,,"Macroplax preyssleri","NHMSYS0020309406"
1,1,2005,,,,"Macrotylus (Alloeonycha) horvathi","NHMSYS0020309411"
1,1,1829,,,,"Macrotylus (Alloeonycha) paykulli","NHMSYS0020309412"
1,1,1843,,,,"Macrotylus (Alloeonycha) solitarius","NHMSYS0020309413"
1,1,1800,,,,"Malacocoris chlorizans","NHMSYS0020309415"
1,1,1852,,,,"Mecomma (Globicellus) dispar","NHMSYS0020309418"
1,1,1829,,,,"Mecomma (Mecomma) ambulans","NHMSYS0020309420"
1,1,1870,,,,"Megacoelum beckeri","NHMSYS0020309422"
1,1,1837,,,,"Megacoelum infusum","NHMSYS0020309423"
1,1,1800,,,,"Megaloceroea recticornis","NHMSYS0020309425"
1,1,1829,,,,"Megalocoleus molliculus","NHMSYS0020309427"
1,1,1807,,,,"Megalocoleus tanaceti","NHMSYS0020309428"
1,1,1800,,,,"Megalonotus antennatus","NHMSYS0020309431"
1,1,1800,,,,"Megalonotus chiragra","NHMSYS0020309432"
1,1,1800,,,,"Megalonotus dilatatus","NHMSYS0020309433"
1,1,1992,,,,"Megalonotus emarginatus","NHMSYS0020309434"
1,1,1800,,,,"Megalonotus praetextatus","NHMSYS0020309435"
1,1,1963,,,,"Megalonotus sabulicola","NHMSYS0020309436"
1,1,1800,,,,"Metatropis rufescens","NHMSYS0020309446"
1,1,1800,,,,"Metopoplax ditomoides","NHMSYS0020309448"
1,1,1850,,,,"Miridius quadrivirgatus","NHMSYS0020309470"
1,1,1800,,,,"Miris striatus","NHMSYS0020309474"
1,1,1800,,,,"Monalocoris (Monalocoris) filicis","NHMSYS0020309478"
1,1,1860,,,,"Monosynamma bohemanni","NHMSYS0020309480"
1,1,1950,,,,"Monosynamma maritimum","NHMSYS0020309481"
1,1,1950,,,,"Monosynamma sabulicola","NHMSYS0020309482"
1,1,1848,,,,"Myrmecoris gracilis","NHMSYS0020309485"
1,1,1800,,,,"Myrmedobia coleoptrata","NHMSYS0020309487"
1,1,1800,,,,"Myrmedobia distinguenda","NHMSYS0020309488"
1,1,1800,,,,"Myrmedobia exilis","NHMSYS0020309489"
1,1,1800,,,,"Myrmedobia inconspicua","NHMSYS0020309490"
1,1,1800,,,,"Myrmus miriformis","NHMSYS0020309492"
1,1,1851,,,,"Nabis (Dolichonabis) limbatus","NHMSYS0020309497"
1,1,1851,,,,"Nabis (Limnonabis) lineatus","NHMSYS0020309499"
1,1,1847,,,,"Nabis (Nabicula) flavomarginatus","NHMSYS0020309501"
1,1,1900,,,,"Nabis (Nabis) brevis","NHMSYS0020309503"
1,1,1847,,,,"Nabis (Nabis) ericetorum","NHMSYS0020309504"
1,1,1800,,,,"Nabis (Nabis) ferus","NHMSYS0020309505"
1,1,1956,,,,"Nabis (Nabis) pseudoferus","NHMSYS0020309506"
1,1,1800,,,,"Nabis (Nabis) rugosus","NHMSYS0020309507"
1,1,1800,,,,"Neides tipularius","NHMSYS0020309510"
1,1,1800,,,,"Neottiglossa pusilla","NHMSYS0020309512"
1,1,2003,,,,"Nezara viridula","NHMSYS0020309518"
1,1,1800,,,,"Notochilus limbatus","NHMSYS0020309520"
1,1,1800,,,,"Notostira elongata","NHMSYS0020309530"
1,1,1967,,,,"Notostira erratica","NHMSYS0020309531"
1,1,2003,,,,"Nysius cymoides","NHMSYS0020309534"
1,1,1800,,,,"Nysius ericae","NHMSYS0020309535"
1,1,1984,,,,"Nysius graminicola","NHMSYS0020309536"
1,1,1800,,,,"Nysius helveticus","NHMSYS0020309537"
1,1,1992,,,,"Nysius senecionis","NHMSYS0020309538"
1,1,1800,,,,"Nysius thymi","NHMSYS0020309539"
1,1,1800,,,,"Odontoscelis (Odontoscelis) fuliginosa","NHMSYS0020309545"
1,1,1800,,,,"Odontoscelis (Odontoscelis) lineola","NHMSYS0020309546"
1,1,1800,,,,"Oeciacus hirundinis","NHMSYS0020309548"
1,1,1800,,,,"Oncocephalus pilicornis","NHMSYS0020309550"
1,1,1800,,,,"Oncochila simplex","NHMSYS0020309552"
1,1,1800,,,,"Oncotylus (Oncotylus) viridiflavus","NHMSYS0020309555"
1,1,1971,,,,"Orius (Heterorius) laticollis","NHMSYS0020309559"
1,1,1800,,,,"Orius (Heterorius) majusculus","NHMSYS0020309560"
1,1,1800,,,,"Orius (Heterorius) vicinus","NHMSYS0020309561"
1,1,1800,,,,"Orius (Orius) laevigatus","NHMSYS0020309563"
1,1,1800,,,,"Orius (Orius) niger","NHMSYS0020309564"
1,1,1989,,,,"Orsillus depressus","NHMSYS0020309568"
1,1,1800,,,,"Orthocephalus coriaceus","NHMSYS0020309570"
1,1,1835,,,,"Orthocephalus saltator","NHMSYS0020309571"
1,1,1937,,,,"Ortholomus punctipennis","NHMSYS0020309573"
1,1,1807,,,,"Orthonotus rufifrons","NHMSYS0020309575"
1,1,1973,,,,"Orthops (Orthops) basalis","NHMSYS0020309578"
1,1,1800,,,,"Orthops (Orthops) campestris","NHMSYS0020309579"
1,1,1800,,,,"Orthops (Orthops) kalmii","NHMSYS0020309580"
1,1,1829,,,,"Orthotylus (Litocoris) ericetorum","NHMSYS0020309585"
1,1,1848,,,,"Orthotylus (Melanotrichus) flavosparsus","NHMSYS0020309587"
1,1,1874,,,,"Orthotylus (Melanotrichus) moncreaffi","NHMSYS0020309588"
1,1,1874,,,,"Orthotylus (Melanotrichus) rubidus","NHMSYS0020309589"
1,1,1856,,,,"Orthotylus (Orthotylus) flavinervis","NHMSYS0020309591"
1,1,1883,,,,"Orthotylus (Orthotylus) marginalis","NHMSYS0020309592"
1,1,1800,,,,"Orthotylus (Orthotylus) nassatus","NHMSYS0020309593"
1,1,1864,,,,"Orthotylus (Orthotylus) ochrotrichus","NHMSYS0020309594"
1,1,1861,,,,"Orthotylus (Orthotylus) prasinus","NHMSYS0020309595"
1,1,1807,,,,"Orthotylus (Orthotylus) tenellus","NHMSYS0020309596"
1,1,1807,,,,"Orthotylus (Orthotylus) virens","NHMSYS0020309597"
1,1,1855,,,,"Orthotylus (Orthotylus) viridinervis","NHMSYS0020309598"
1,1,1857,,,,"Orthotylus (Pachylops) adenocarpi","NHMSYS0020309600"
1,1,1856,,,,"Orthotylus (Pachylops) concolor","NHMSYS0020309601"
1,1,1865,,,,"Orthotylus (Pachylops) virescens","NHMSYS0020309602"
1,1,1856,,,,"Orthotylus (Pinocapsus) fuscescens","NHMSYS0020309604"
1,1,1807,,,,"Orthotylus (Pseudorthotylus) bilineatus","NHMSYS0020309606"
1,1,1800,,,,"Pachybrachius fracticollis","NHMSYS0020309609"
1,1,1800,,,,"Pachybrachius luridus","NHMSYS0020309610"
1,1,1843,,,,"Pachytomella parallela","NHMSYS0020309612"
1,1,1800,,,,"Pantilius (Pantilius) tunicatus","NHMSYS0020309616"
1,1,1800,,,,"Parapiesma quadratum","NHMSYS0020309619"
1,1,1847,,,,"Parapsallus vitellinus","NHMSYS0020309622"
1,1,1800,,,,"Pentatoma rufipes","NHMSYS0020309624"
1,1,1800,,,,"Peritrechus convivus","NHMSYS0020309630"
1,1,1800,,,,"Peritrechus geniculatus","NHMSYS0020309631"
1,1,1800,,,,"Peritrechus gracilicornis","NHMSYS0020309632"
1,1,1800,,,,"Peritrechus lundii","NHMSYS0020309633"
1,1,1800,,,,"Peritrechus nubilus","NHMSYS0020309634"
1,1,1807,,,,"Phoenicocoris obscurellus","NHMSYS0020309636"
1,1,1800,,,,"Phylus (Phylus) coryli","NHMSYS0020309641"
1,1,1800,,,,"Phylus (Phylus) melanocephalus","NHMSYS0020309642"
1,1,1800,,,,"Physatocheila dumetorum","NHMSYS0020309645"
1,1,1800,,,,"Physatocheila harwoodi","NHMSYS0020309646"
1,1,1876,,,,"Phytocoris (Ktenocoris) insignis","NHMSYS0020309649"
1,1,1800,,,,"Phytocoris (Ktenocoris) ulmi","NHMSYS0020309650"
1,1,1852,,,,"Phytocoris (Ktenocoris) varipes","NHMSYS0020309651"
1,1,1850,,,,"Phytocoris (Phytocoris) dimidiatus","NHMSYS0020309653"
1,1,1861,,,,"Phytocoris (Phytocoris) longipennis","NHMSYS0020309654"
1,1,1856,,,,"Phytocoris (Phytocoris) pini","NHMSYS0020309655"
1,1,1800,,,,"Phytocoris (Phytocoris) populi","NHMSYS0020309656"
1,1,1876,,,,"Phytocoris (Phytocoris) reuteri","NHMSYS0020309657"
1,1,1800,,,,"Phytocoris (Phytocoris) tiliae","NHMSYS0020309658"
1,1,1800,,,,"Picromerus bidens","NHMSYS0020309660"
1,1,1800,,,,"Piesma maculatum","NHMSYS0020309662"
1,1,1800,,,,"Piezodorus lituratus","NHMSYS0020309665"
1,1,1855,,,,"Pilophorus cinnamopterus","NHMSYS0020309667"
1,1,1800,,,,"Pilophorus clavatus","NHMSYS0020309668"
1,1,1955,,,,"Pilophorus confusus","NHMSYS0020309669"
1,1,1875,,,,"Pilophorus perplexus","NHMSYS0020309670"
1,1,1843,,,,"Pinalitus atomarius","NHMSYS0020309672"
1,1,1841,,,,"Pinalitus cervinus","NHMSYS0020309673"
1,1,1807,,,,"Pinalitus rubricatus","NHMSYS0020309674"
1,1,1888,,,,"Pinalitus viscicola","NHMSYS0020309675"
1,1,1800,,,,"Pionosomus varius","NHMSYS0020309677"
1,1,1838,,,,"Pithanus maerkelii","NHMSYS0020309679"
1,1,1978,,,,"Placochilus seladonicus","NHMSYS0020309681"
1,1,1800,,,,"Plagiognathus (Plagiognathus) arbustorum","NHMSYS0020309684"
1,1,1804,,,,"Plagiognathus (Plagiognathus) chrysanthemi","NHMSYS0020309685"
1,1,1868,,,,"Platycranus (Genistocapsus) bicolor","NHMSYS0020309688"
1,1,1828,,,,"Plesiodema pinetella","NHMSYS0020309694"
1,1,1800,,,,"Plinthisus brevipennis","NHMSYS0020309697"
1,1,1907,,,,"Polymerus (Poeciloscytus) palustris","NHMSYS0020309704"
1,1,1800,,,,"Polymerus (Poeciloscytus) unifasciatus","NHMSYS0020309705"
1,1,1806,,,,"Polymerus (Poeciloscytus) vulneratus","NHMSYS0020309707"
1,1,1807,,,,"Polymerus (Polymerus) nigrita","NHMSYS0020309709"
1,1,1864,,,,"Psallodema fieberi","NHMSYS0020309716"
1,1,1807,,,,"Psallus (Apocremnus) betuleti","NHMSYS0020309719"
1,1,2006,,,,"Psallus (Apocremnus) montanus","NHMSYS0020309720"
1,1,1956,,,,"Psallus (Hylopsallus) assimilis","NHMSYS0020309722"
1,1,1957,,,,"Psallus (Hylopsallus) perrisi","NHMSYS0020309723"
1,1,1980,,,,"Psallus (Hylopsallus) pseudoplatani","NHMSYS0020309724"
1,1,1829,,,,"Psallus (Hylopsallus) variabilis","NHMSYS0020309725"
1,1,1950,,,,"Psallus (Hylopsallus) wagneri","NHMSYS0020309726"
1,1,1807,,,,"Psallus (Mesopsallus) ambiguus","NHMSYS0020309728"
1,1,1855,,,,"Psallus (Phylidea) quercus","NHMSYS0020309730"
1,1,1878,,,,"Psallus (Pityopsallus) luridus","NHMSYS0020309732"
1,1,1856,,,,"Psallus (Psallus) albicinctus","NHMSYS0020309734"
1,1,1981,,,,"Psallus (Psallus) confusus","NHMSYS0020309735"
1,1,1883,,,,"Psallus (Psallus) falleni","NHMSYS0020309736"
1,1,1933,,,,"Psallus (Psallus) flavellus","NHMSYS0020309737"
1,1,1800,,,,"Psallus (Psallus) haematodes","NHMSYS0020309738"
