"start_day","start_month","end_day","end_month","stage","taxon","tvk"
1,5,30,9,"mature","Rhagio tringarius","NBNSYS0000007866"
1,5,30,9,"mature","Chrysops caecutiens","NBNSYS0000007867"
1,5,30,9,"mature","Chrysops relictus","NBNSYS0000007868"
1,7,31,8,"mature","Chrysops sepulcralis","NBNSYS0000007869"
1,5,30,9,"mature","Chrysops viduatus","NBNSYS0000007870"
1,7,31,8,"mature","Haematopota bigoti","NBNSYS0000007871"
1,5,30,9,"mature","Haematopota crassicornis","NBNSYS0000007872"
1,6,31,8,"mature","Haematopota grandis","NBNSYS0000007873"
1,5,31,10,"mature","Haematopota pluvialis","NBNSYS0000007874"
1,6,31,8,"mature","Atylotus fulvus","NBNSYS0000007875"
1,6,31,7,"mature","Atylotus plebeius","NBNSYS0000007877"
1,6,31,7,"mature","Atylotus rusticus","NBNSYS0000007878"
1,5,31,8,"mature","Hybomitra bimaculata","NBNSYS0000007879"
1,6,31,8,"mature","Hybomitra ciureai","NBNSYS0000007880"
1,6,30,9,"mature","Hybomitra distinguenda","NBNSYS0000007881"
1,7,31,8,"mature","Hybomitra expollicata","NBNSYS0000007882"
1,5,31,7,"mature","Hybomitra lurida","NBNSYS0000007883"
1,5,30,6,"mature","Hybomitra micans","NBNSYS0000007884"
1,5,31,8,"mature","Hybomitra montana","NBNSYS0000007885"
1,5,30,9,"mature","Tabanus autumnalis","NBNSYS0000007887"
1,6,30,6,"mature","Tabanus bovinus","NBNSYS0000007888"
1,6,30,9,"mature","Tabanus sudeticus","NBNSYS0000007889"
1,5,31,8,"mature","Tabanus bromius","NBNSYS0000007890"
1,5,31,7,"mature","Tabanus maculicornis","NBNSYS0000007891"
1,6,31,8,"mature","Tabanus miki","NBNSYS0000007892"
1,6,31,8,"mature","Tabanus cordiger","NBNSYS0000007893"
1,7,30,9,"mature","Tabanus glaucopis","NBNSYS0000007894"
1,7,30,9,"mature","Asilus crabroniformis","NBNSYS0000007895"
1,5,30,9,"mature","Dysmachus trigonus","NBNSYS0000007896"
1,6,31,8,"mature","Eutolmus rufibarbis","NBNSYS0000007900"
1,5,31,10,"mature","Machimus atricapillus","NBNSYS0000007901"
1,6,31,8,"mature","Machimus rusticus","NBNSYS0000007902"
1,6,31,7,"mature","Neoitamus cothurnatus","NBNSYS0000007903"
1,5,31,10,"mature","Neoitamus cyanurus","NBNSYS0000007904"
1,5,31,8,"mature","Pamponerus germanicus","NBNSYS0000007905"
1,5,31,10,"mature","Philonicus albiceps","NBNSYS0000007906"
1,6,31,8,"mature","Rhadiurgus variabilis","NBNSYS0000007907"
1,5,30,9,"mature","Laphria flava","NBNSYS0000007908"
1,5,31,8,"mature","Leptogaster cylindrica","NBNSYS0000007911"
1,6,30,9,"mature","Leptogaster guttiventris","NBNSYS0000007912"
1,5,31,7,"mature","Dioctria atricapilla","NBNSYS0000007914"
1,5,31,8,"mature","Dioctria baumhaueri","NBNSYS0000007915"
1,5,31,7,"mature","Dioctria cothurnata","NBNSYS0000007916"
1,5,31,8,"mature","Dioctria linearis","NBNSYS0000007917"
1,5,31,8,"mature","Dioctria oelandica","NBNSYS0000007918"
1,5,31,8,"mature","Dioctria rufipes","NBNSYS0000007919"
1,5,31,8,"mature","Leptarthrus brevirostris","NBNSYS0000007920"
1,4,31,8,"mature","Lasiopogon cinctus","NBNSYS0000007921"
1,5,31,7,"mature","Dialineura anilis","NBNSYS0000007922"
1,5,30,9,"mature","Thereva bipunctata","NBNSYS0000007927"
1,6,31,7,"mature","Thereva fulva","NBNSYS0000007928"
1,7,31,8,"mature","Thereva handlirschi","NBNSYS0000007929"
1,6,30,9,"mature","Thereva inornata","NBNSYS0000007930"
1,5,30,9,"mature","Thereva nobilitata","NBNSYS0000007931"
1,5,31,7,"mature","Thereva strigata","NBNSYS0000007933"
1,6,31,7,"mature","Thereva valida","NBNSYS0000007934"
1,6,31,8,"mature","Scenopinus fenestralis","NBNSYS0000007935"
1,5,31,7,"mature","Scenopinus niger","NBNSYS0000007937"
1,6,31,8,"mature","Ogcodes gibbosus","NBNSYS0000007939"
1,5,31,8,"mature","Ogcodes pallipes","NBNSYS0000007940"
1,5,31,8,"mature","Bombylius canescens","NBNSYS0000007941"
1,3,30,6,"mature","Bombylius discolor","NBNSYS0000007942"
1,3,30,6,"mature","Bombylius major","NBNSYS0000007943"
1,7,31,8,"mature","Bombylius minor","NBNSYS0000007944"
1,5,30,9,"mature","Thyridanthrax fenestratus","NBNSYS0000007945"
1,6,31,8,"mature","Villa cingulata","NBNSYS0000007946"
1,5,31,8,"mature","Phthiria pulicaria","NBNSYS0000007949"
1,6,31,7,"mature","Haematopota subcylindrica","NBNSYS0000042531"
1,6,31,7,"mature","Hybomitra solstitialis","NBNSYS0000148975"
1,6,30,9,"mature","Villa modesta","NBNSYS0000158982"
1,6,31,7,"mature","Zabrachia tenella","NBNSYS0000159204"
1,5,31,7,"mature","Pandivirilia melaleuca","NBNSYS0000173330"
1,5,31,8,"mature","Cliorismia rustica","NBNSYS0000189329"
1,5,31,8,"mature","Spiriverpa lunulata","NBNSYS0000189495"
1,5,31,8,"mature","Acrosathe annulata","NBNSYS0100001416"
1,6,31,7,"mature","Choerades gilvus","NBNSYS0100002378"
1,5,30,9,"mature","Choerades marginatus","NBNSYS0100002379"
1,6,31,8,"mature","Hybomitra muehlfeldi","NBNSYS0100003522"
1,6,31,8,"mature","Ibisia marginata","NBNSYS0100003576"
1,6,31,8,"mature","Leptarthrus vitripennis","NBNSYS0100003706"
1,6,31,8,"mature","Machimus arthriticus","NBNSYS0100003860"
1,6,31,10,"mature","Machimus cingulatus","NBNSYS0100003861"
1,8,31,8,"mature","Neomochtherus pallipes","NBNSYS0100004212"
1,6,31,8,"mature","Neopachygaster meromelas","NBNSYS0100004215"
1,5,30,6,"mature","Ptiolina nigra","NBNSYS0100004993"
1,5,31,8,"mature","Rhagio scolopaceus","NBNSYS0100005063"
1,7,31,7,"mature","Thereva cinifera","NBNSYS0100005797"
1,5,31,7,"mature","Thereva plebeja","NBNSYS0100005798"
1,7,31,8,"mature","Villa venusta","NBNSYS0100005964"
1,5,30,6,"mature","Xylomya maculata","NBNSYS0100006018"
1,5,31,8,"mature","Chrysopilus asiliformis","NBNSYS0100020496"
1,6,31,7,"mature","Symphoromyia crassicornis","NBNSYS0100020558"
1,5,30,9,"mature","Beris geniculata","NBNSYS0100020660"
1,6,31,8,"mature","Pachygaster leachii","NBNSYS0100020703"
1,4,31,7,"mature","Odontomyia ornata","NBNSYS0100020744"
1,5,30,9,"mature","Acrocera orbiculus","NBNSYS0100027431"
1,6,31,8,"mature","Machimus cowini","NHMSYS0020734171"
1,5,31,10,"mature","Chorisops nagatomii","NHMSYS0020734178"
1,5,31,8,"mature","Oxycera nigricornis","NHMSYS0020734187"
1,6,31,8,"mature","Atylotus latistriatus","NHMSYS0020734193"
1,8,31,8,"mature","Haematopota sp. A","NHMSYS0020734199"
1,6,30,6,"mature","Haematopota sp. B","NHMSYS0020734200"
