taxon,tvk,start_day,start_month,end_day,end_month,stage
Ecnomus tenellus,NBNSYS0000008397,01,04,31,10,mature
Hydropsyche siltalai,NBNSYS0000008421,01,03,31,10,mature
Agapetus delicatulus,NBNSYS0000008346,01,06,30,09,mature
Glyphotaelius pellucidus,NBNSYS0000008463,01,03,30,11,mature
Glossosoma intermedium,NBNSYS0000008345,01,04,31,05,mature
Ceraclea dissimilis,NBNSYS0000008518,01,05,30,09,mature
Limnephilus decipiens,NBNSYS0000008473,01,05,31,10,mature
Chaetopteryx villosa,NHMSYS0020704776,01,09,31,12,mature
Ecclisopteryx dalecarlica,NHMSYS0021008755,01,05,31,07,mature
Agraylea multipunctata,NBNSYS0000008349,01,04,30,09,mature
Limnephilus fuscicornis,NBNSYS0000008477,01,05,31,08,mature
Hydroptila pulchricornis,NBNSYS0000008358,01,06,30,09,mature
Oxyethira tristella,NBNSYS0000008373,01,05,30,09,mature
Tinodes assimilis,NBNSYS0000008389,01,04,30,09,mature
Anabolia nervosa,NBNSYS0000008462,01,06,30,11,mature
Nemotaulius punctatolineatus,NBNSYS0000008495,01,06,31,07,mature
Ceraclea fulva,NBNSYS0000008519,01,05,31,10,mature
Erotesis baltica,NBNSYS0000008530,01,05,31,08,mature
Beraea maurus,NBNSYS0000008501,01,04,30,09,mature
Ceraclea albimacula,NBNSYS0000008516,01,06,30,09,mature
Beraeodes minutus,NBNSYS0000008503,01,05,31,08,mature
Ceraclea senilis,NBNSYS0000008521,01,05,30,09,mature
Molanna angustata,NBNSYS0000008509,01,05,30,09,mature
Oligotricha striata,NBNSYS0000008429,01,05,30,09,mature
Rhadicoleptus alpestris,NBNSYS0000008497,01,05,31,10,mature
Hydroptila forcipata,NBNSYS0000008354,01,05,30,09,mature
Sericostoma personatum,NBNSYS0000008506,01,04,31,10,mature
Hydatophylax infumatus,NBNSYS0000008448,01,06,31,07,mature
Polycentropus kingi,NBNSYS0000008411,01,06,30,09,mature
Ylodes reuteri,NBNSYS0000008533,01,06,31,08,mature
Apatania wallengreni,NBNSYS0000008441,01,03,31,07,mature
Rhyacophila dorsalis,NBNSYS0000008339,01,03,30,11,mature
Neureclipsis bimaculata,NBNSYS0000008405,01,05,30,09,mature
Oxyethira falcata,NBNSYS0000008367,01,05,31,10,mature
Hydropsyche angustipennis,NBNSYS0000008413,01,05,31,10,mature
Holocentropus stagnalis,NBNSYS0000008404,01,04,30,09,mature
Oxyethira mirabilis,NBNSYS0000008370,01,07,31,08,mature
Odontocerum albicorne,NBNSYS0000008507,01,05,30,09,mature
Leptocerus lusitanicus,NBNSYS0000008523,01,07,31,08,mature
Enoicyla pusilla,NBNSYS0000008445,01,05,30,09,mature
Leptocerus interruptus,NHMSYS0020442420,01,06,31,08,mature
Athripsodes commutatus,NBNSYS0000008515,01,05,30,09,mature
Hagenella clathrata,NBNSYS0000008428,01,05,31,07,mature
Limnephilus lunatus,NBNSYS0000008483,01,03,30,11,mature
Lepidostoma basale,NHMSYS0021008795,01,05,30,09,mature
Hydroptila sparsa,NBNSYS0000008360,01,05,31,10,mature
Silo pallipes,NHMSYS0020704837,01,04,30,09,mature
Glossosoma boltoni,NBNSYS0000008343,01,03,30,11,mature
Tinodes dives,NBNSYS0000008390,01,05,31,08,mature
Halesus digitatus,NBNSYS0000008446,01,06,30,11,mature
Hydroptila sylvestris,NBNSYS0000008361,01,05,30,09,mature
Limnephilus bipunctatus,NBNSYS0000008469,01,04,31,10,mature
Tinodes maclachlani,NBNSYS0000008391,01,05,30,09,mature
Rhyacophila obliterata,NBNSYS0000008341,01,05,31,10,mature
Allotrichia pallicornis,NBNSYS0000008351,01,05,31,08,mature
Limnephilus coenosus,NBNSYS0000008472,01,06,31,10,mature
Hydroptila occulta,NBNSYS0000008357,01,05,30,09,mature
Tinodes pallidulus,NBNSYS0000008393,01,07,31,07,mature
Wormaldia subnigra,NBNSYS0000008383,01,06,31,10,mature
Limnephilus binotatus,NBNSYS0000008468,01,04,31,10,mature
Beraea pullata,NBNSYS0000008502,01,04,31,10,mature
Stenophylax vibex,NBNSYS0000008460,01,04,31,10,mature
Limnephilus sparsus,NBNSYS0000008490,01,03,31,10,mature
Hydropsyche bulgaromanorum,NBNSYS0000008414,01,07,30,09,mature
Potamophylax cingulatus,NBNSYS0000008456,01,04,31,10,mature
Hydroptila cornuta,NBNSYS0000008353,01,06,31,08,mature
Agrypnia obsoleta,NBNSYS0000008424,01,05,30,09,mature
Agrypnetes crassicornis,NHMSYS0021008788,01,06,31,07,mature
Grammotaulius nigropunctatus,NBNSYS0000008464,01,02,30,11,mature
Tinodes rostocki,NBNSYS0000008394,01,05,31,07,mature
Oecetis testacea,NBNSYS0000008539,01,06,31,08,mature
Oxyethira frici,NBNSYS0000008369,01,06,30,09,mature
Potamophylax latipennis,NBNSYS0000008457,01,04,31,10,mature
Mystacides longicornis,NBNSYS0000008526,01,05,30,09,mature
Oxyethira sagittifera,NBNSYS0000008371,01,06,30,09,mature
Agrypnia pagetana,NBNSYS0000008425,01,04,31,10,mature
Limnephilus subcentralis,NBNSYS0000008492,01,06,31,10,mature
Diplectrona felix,NBNSYS0000008422,01,02,30,09,mature
Potamophylax rotundipennis,NBNSYS0000008458,01,07,30,09,mature
Orthotrichia angustella,NBNSYS0000008377,01,07,31,08,mature
Limnephilus hirsutus,NBNSYS0000008480,01,05,30,09,mature
Allogamus auricollis,NBNSYS0000008444,01,07,31,10,mature
Drusus annulatus,NBNSYS0000008442,01,03,31,10,mature
Agraylea sexmaculata,NBNSYS0000008350,01,05,30,09,mature
Holocentropus picicornis,NBNSYS0000008403,01,04,31,10,mature
Cyrnus insolutus,NBNSYS0000008400,01,06,31,07,mature
Apatania muliebris,NBNSYS0000008439,01,03,31,10,mature
Lepidostoma hirtum,NHMSYS0020704804,01,05,31,10,mature
Limnephilus elegans,NBNSYS0000008474,01,04,31,10,mature
Adicella filicornis,NBNSYS0000008528,01,06,31,07,mature
Athripsodes bilineatus,NBNSYS0000008513,01,05,30,09,mature
Rhyacophila fasciata,NBNSYS0000155925,01,05,31,10,mature
Lype phaeopa,NBNSYS0000008385,01,05,30,09,mature
Limnephilus affinis,NBNSYS0000008466,01,03,30,11,mature
Mystacides azurea,NBNSYS0000008525,01,05,31,10,mature
Limnephilus pati,NBNSYS0000008487,01,06,31,07,mature
Halesus radiatus,NBNSYS0000008447,01,05,30,11,mature
Setodes punctatus,NBNSYS0000008541,01,07,31,07,mature
Ernodes articularis,NBNSYS0000008504,01,10,30,11,mature
Trichostegia minor,NBNSYS0000008432,01,04,31,08,mature
Stenophylax permistus,NBNSYS0000008459,01,02,30,11,mature
Athripsodes aterrimus,NBNSYS0000008512,01,05,30,09,mature
Ithytrichia lamellaris,NBNSYS0000008376,01,06,30,09,mature
Holocentropus dubius,NBNSYS0000008402,01,05,30,09,mature
Anabolia brevipennis,NHMSYS0020785001,01,06,31,10,mature
Micropterna sequax,NBNSYS0000008455,01,04,31,10,mature
Philopotamus montanus,NBNSYS0000008380,01,02,31,10,mature
Grammotaulius nitidus,NHMSYS0020704793,01,05,30,09,mature
Cheumatopsyche lepida,NBNSYS0000008412,01,05,30,09,mature
Ithytrichia clavata,NBNSYS0000008375,01,06,31,08,mature
Lype reducta,NBNSYS0000008386,01,05,31,08,mature
Limnephilus stigma,NBNSYS0000008491,01,05,31,10,mature
Cyrnus trimaculatus,NBNSYS0000008401,01,05,30,09,mature
