start_day,start_month,end_day,end_month,stage,taxon,tvk
23,3,31,12,mature,Phrurolithus minimus,NBNSYS0000008698
20,1,31,12,mature,Agroeca brunnea,NBNSYS0000008699
16,6,31,12,mature,Agroeca proxima,NBNSYS0000008700
20,1,31,12,mature,Agroeca inopina,NBNSYS0000008701
23,1,31,12,mature,Agroeca lusatica,NBNSYS0000008702
19,3,31,12,mature,Agroeca cuprea,NBNSYS0000008703
25,10,31,12,mature,Apostenus fuscus,NBNSYS0000008705
1,1,31,12,mature,Scotina celans,NBNSYS0000008706
16,6,31,12,mature,Scotina gracilipes,NBNSYS0000008707
22,3,31,12,mature,Liocranum rupicola,NBNSYS0000008709
13,2,31,12,mature,Zora spinimana,NBNSYS0000008710
17,3,31,12,mature,Zora armillata,NBNSYS0000008711
18,5,31,12,mature,Zora nemoralis,NBNSYS0000008712
17,5,31,12,mature,Zora silvestris,NBNSYS0000008713
17,3,31,12,mature,Anyphaena accentuata,NBNSYS0000008714
20,4,31,12,mature,Micrommata virescens,NBNSYS0000008715
24,4,31,12,mature,Thomisus onustus,NBNSYS0000008716
17,3,31,12,mature,Diaea dorsata,NBNSYS0000008717
16,4,31,12,mature,Misumena vatia,NBNSYS0000008718
24,4,31,12,mature,Pistius truncatus,NBNSYS0000008719
20,2,31,12,mature,Xysticus cristatus,NBNSYS0000008720
16,4,31,12,mature,Xysticus audax,NBNSYS0000008721
14,2,31,12,mature,Xysticus kochi,NBNSYS0000008722
17,3,31,12,mature,Xysticus erraticus,NBNSYS0000008723
17,4,31,12,mature,Xysticus lanio,NBNSYS0000008724
20,3,31,12,mature,Xysticus ulmi,NBNSYS0000008725
20,3,31,12,mature,Xysticus bifasciatus,NBNSYS0000008726
16,4,31,12,mature,Xysticus luctator,NBNSYS0000008727
17,3,31,12,mature,Xysticus sabulosus,NBNSYS0000008728
19,4,31,12,mature,Xysticus luctuosus,NBNSYS0000008729
22,3,31,12,mature,Xysticus acerbus,NBNSYS0000008730
23,3,31,12,mature,Ozyptila scabricula,NBNSYS0000008733
23,3,31,12,mature,Ozyptila sanctuaria,NBNSYS0000008735
18,3,31,12,mature,Ozyptila praticola,NBNSYS0000008736
16,4,31,12,mature,Ozyptila trux,NBNSYS0000008737
23,3,31,12,mature,Ozyptila simplex,NBNSYS0000008738
20,1,31,12,mature,Ozyptila atomaria,NBNSYS0000008739
25,3,31,12,mature,Ozyptila brevipes,NBNSYS0000008740
16,4,31,12,mature,Philodromus dispar,NBNSYS0000008741
16,4,31,12,mature,Philodromus aureolus,NBNSYS0000008742
18,4,31,12,mature,Philodromus praedatus,NBNSYS0000008743
16,4,31,12,mature,Philodromus cespitum,NBNSYS0000008744
24,4,31,12,mature,Philodromus collinus,NBNSYS0000008746
16,1,31,12,mature,Philodromus emarginatus,NBNSYS0000008749
16,4,31,12,mature,Philodromus albidus,NBNSYS0000008750
21,3,31,12,mature,Philodromus margaritatus,NBNSYS0000008751
23,3,31,12,mature,Thanatus striatus,NBNSYS0000008752
20,6,31,12,mature,Thanatus formicinus,NBNSYS0000008753
16,4,31,12,mature,Tibellus maritimus,NBNSYS0000008754
16,4,31,12,mature,Tibellus oblongus,NBNSYS0000008755
1,1,31,12,mature,Salticus scenicus,NBNSYS0000008756
24,3,31,12,mature,Salticus zebraneus,NBNSYS0000008759
16,4,31,12,mature,Heliophanus cupreus,NBNSYS0000008760
23,3,31,12,mature,Heliophanus flavipes,NBNSYS0000008761
23,4,31,12,mature,Heliophanus auratus,NBNSYS0000008762
18,3,31,12,mature,Marpissa muscosa,NBNSYS0000008764
17,5,31,12,mature,Marpissa radiata,NBNSYS0000008765
21,3,31,12,mature,Marpissa nivoyi,NBNSYS0000008766
16,4,31,12,mature,Ballus chalybeius,NBNSYS0000008768
17,3,31,12,mature,Neon reticulatus,NBNSYS0000008769
25,3,31,12,mature,Neon valentulus,NBNSYS0000008770
21,2,31,12,mature,Euophrys frontalis,NBNSYS0000008771
19,3,31,12,mature,Euophrys herbigrada,NBNSYS0000008772
19,4,31,12,mature,Euophrys petrensis,NBNSYS0000008773
16,4,31,12,mature,Evarcha falcata,NBNSYS0000008783
19,3,31,12,mature,Evarcha arcuata,NBNSYS0000008784
17,4,31,12,mature,Phlegra fasciata,NBNSYS0000008786
25,3,31,12,mature,Synageles venator,NBNSYS0000008787
18,3,31,12,mature,Myrmarachne formicaria,NBNSYS0000008788
15,4,31,12,mature,Pellenes tripunctatus,NBNSYS0000008790
22,2,31,12,mature,Oxyopes heterophthalmus,NBNSYS0000008791
19,3,31,12,mature,Pardosa agricola,NBNSYS0000008792
17,4,31,12,mature,Pardosa agrestis,NBNSYS0000008794
18,4,31,12,mature,Pardosa purbeckensis,NBNSYS0000008795
16,4,31,12,mature,Pardosa monticola,NBNSYS0000008796
23,3,31,12,mature,Pardosa palustris,NBNSYS0000008797
20,2,31,12,mature,Pardosa pullata,NBNSYS0000008798
23,3,31,12,mature,Pardosa prativaga,NBNSYS0000008799
17,3,31,12,mature,Pardosa amentata,NBNSYS0000008800
21,2,31,12,mature,Pardosa nigriceps,NBNSYS0000008801
22,2,31,12,mature,Pardosa hortensis,NBNSYS0000008803
1,1,31,12,mature,Pardosa trailli,NBNSYS0000008805
18,3,31,12,mature,Pardosa paludicola,NBNSYS0000008806
22,2,31,12,mature,Hygrolycosa rubrofasciata,NBNSYS0000008807
16,4,31,12,mature,Xerolycosa nemoralis,NBNSYS0000008808
16,4,31,12,mature,Xerolycosa miniata,NBNSYS0000008809
20,2,31,12,mature,Alopecosa pulverulenta,NBNSYS0000008810
20,3,31,12,mature,Alopecosa cuneata,NBNSYS0000008811
15,2,31,12,mature,Alopecosa barbipes,NBNSYS0000008812
24,8,31,12,mature,Alopecosa fabrilis,NBNSYS0000008813
20,2,31,12,mature,Trochosa ruricola,NBNSYS0000008814
13,2,31,12,mature,Trochosa robusta,NBNSYS0000008815
20,2,31,12,mature,Trochosa terricola,NBNSYS0000008816
17,4,31,12,mature,Trochosa spinipalpis,NBNSYS0000008817
16,3,31,12,mature,Arctosa fulvolineata,NBNSYS0000008818
17,3,31,12,mature,Arctosa perita,NBNSYS0000008819
18,4,31,12,mature,Arctosa leopardus,NBNSYS0000008820
19,3,31,12,mature,Arctosa cinerea,NBNSYS0000008821
21,4,31,12,mature,Arctosa alpigena,NBNSYS0000008822
16,4,31,12,mature,Pirata piraticus,NBNSYS0000008823
21,5,31,12,mature,Pirata tenuitarsis,NBNSYS0000008824
16,4,31,12,mature,Pirata piscatorius,NBNSYS0000008828
20,4,31,12,mature,Aulonia albimana,NBNSYS0000008829
13,2,31,12,mature,Pisaura mirabilis,NBNSYS0000008830
17,3,31,12,mature,Dolomedes fimbriatus,NBNSYS0000008831
18,3,31,12,mature,Dolomedes plantarius,NBNSYS0000008832
17,3,31,12,mature,Argyroneta aquatica,NBNSYS0000008833
16,4,31,12,mature,Agelena labyrinthica,NBNSYS0000008834
18,3,31,12,mature,Textrix denticulata,NBNSYS0000008835
18,3,31,12,mature,Tegenaria parietina,NBNSYS0000008839
14,2,31,12,mature,Tegenaria domestica,NBNSYS0000008841
22,1,31,12,mature,Tegenaria silvestris,NBNSYS0000008842
17,3,31,12,mature,Coelotes atropos,NBNSYS0000008844
17,3,31,12,mature,Coelotes terrestris,NBNSYS0000008845
1,1,31,12,mature,Cicurina cicur,NBNSYS0000008846
14,2,31,12,mature,Cryphoeca silvicola,NBNSYS0000008847
23,5,31,12,mature,Tuberta maerens,NBNSYS0000008848
21,3,31,12,mature,Mastigusa macrophthalma,NBNSYS0000008849
1,1,31,12,mature,Mastigusa arietina,NBNSYS0000008850
17,4,31,12,mature,Antistea elegans,NBNSYS0000008851
20,2,31,12,mature,Hahnia nava,NBNSYS0000008855
1,1,31,12,mature,Hahnia helveola,NBNSYS0000008856
1,1,31,12,mature,Hahnia pusilla,NBNSYS0000008857
22,1,31,12,mature,Ero cambridgei,NBNSYS0000008858
17,3,31,12,mature,Ero furcata,NBNSYS0000008859
17,3,31,12,mature,Ero aphana,NBNSYS0000008860
17,3,31,12,mature,Episinus angulatus,NBNSYS0000008862
18,4,31,12,mature,Episinus truncatus,NBNSYS0000008863
16,5,31,12,mature,Episinus maculipes,NBNSYS0000008864
21,4,31,12,mature,Euryopis flavomaculata,NBNSYS0000008865
25,5,31,12,mature,Dipoena erythropus,NBNSYS0000008866
1,1,31,12,mature,Dipoena coracina,NBNSYS0000008870
16,4,31,12,mature,Dipoena melanogaster,NBNSYS0000008871
23,3,31,12,mature,Dipoena torva,NBNSYS0000008872
17,3,31,12,mature,Crustulina guttata,NBNSYS0000008873
16,4,31,12,mature,Crustulina sticta,NBNSYS0000008874
14,2,31,12,mature,Steatoda bipunctata,NBNSYS0000008877
20,1,31,12,mature,Steatoda grossa,NBNSYS0000008878
16,4,31,12,mature,Anelosimus vittatus,NBNSYS0000008879
16,4,31,12,mature,Theridion pictum,NBNSYS0000008889
16,4,31,12,mature,Theridion varians,NBNSYS0000008890
19,4,31,12,mature,Theridion pinastri,NBNSYS0000008891
18,3,31,12,mature,Theridion familiare,NBNSYS0000008893
18,3,31,12,mature,Theridion melanurum,NBNSYS0000008894
18,3,31,12,mature,Theridion mystaceum,NBNSYS0000008895
16,4,31,12,mature,Rugathodes instabilis,NBNSYS0000008898
22,5,31,12,mature,Rugathodes bellicosus,NBNSYS0000008899
22,5,31,12,mature,Enoplognatha latimana,NBNSYS0000008903
23,3,31,12,mature,Enoplognatha thoracica,NBNSYS0000008904
18,4,31,12,mature,Enoplognatha mordax,NBNSYS0000008905
21,4,31,12,mature,Enoplognatha oelandica,NBNSYS0000008907
21,2,31,12,mature,Robertus lividus,NBNSYS0000008908
16,4,31,12,mature,Robertus arundineti,NBNSYS0000008909
22,5,31,12,mature,Robertus neglectus,NBNSYS0000008910
21,6,31,12,mature,Robertus scoticus,NBNSYS0000008911
20,6,31,12,mature,Robertus insignis,NBNSYS0000008912
1,1,31,12,mature,Pholcomma gibbum,NBNSYS0000008913
17,3,31,12,mature,Theonoe minutissima,NBNSYS0000008914
18,3,31,12,mature,Nesticus cellulanus,NBNSYS0000008915
16,4,31,12,mature,Tetragnatha extensa,NBNSYS0000008917
19,4,31,12,mature,Tetragnatha pinicola,NBNSYS0000008918
16,4,31,12,mature,Tetragnatha montana,NBNSYS0000008919
16,4,31,12,mature,Tetragnatha obtusa,NBNSYS0000008920
20,4,31,12,mature,Tetragnatha nigrita,NBNSYS0000008921
18,3,31,12,mature,Tetragnatha striata,NBNSYS0000008922
17,3,31,12,mature,Pachygnatha clercki,NBNSYS0000008923
19,3,31,12,mature,Pachygnatha listeri,NBNSYS0000008924
19,2,31,12,mature,Pachygnatha degeeri,NBNSYS0000008925
17,3,31,12,mature,Metellina mengei,NBNSYS0000008927
17,3,31,12,mature,Metellina merianae,NBNSYS0000008928
19,1,31,12,mature,Meta menardi,NBNSYS0000008929
1,1,31,12,mature,Meta bourneti,NBNSYS0000008930
16,4,31,12,mature,Zygiella x-notata,NBNSYS0000008931
16,6,31,12,mature,Zygiella atrica,NBNSYS0000008932
17,3,31,12,mature,Gibbaranea bituberculata,NBNSYS0000008934
16,4,31,12,mature,Gibbaranea gibbosa,NBNSYS0000008935
18,4,31,12,mature,Araneus angulatus,NBNSYS0000008936
16,4,31,12,mature,Araneus diadematus,NBNSYS0000008937
17,5,31,12,mature,Araneus quadratus,NBNSYS0000008938
22,6,31,12,mature,Araneus marmoreus,NBNSYS0000008939
17,5,31,12,mature,Araneus marmoreus,NBNSYS0000008939
18,6,31,12,mature,Araneus alsine,NBNSYS0000008940
16,4,31,12,mature,Larinioides cornutus,NBNSYS0000008942
17,3,31,12,mature,Larinioides sclopetarius,NBNSYS0000008943
17,4,31,12,mature,Larinioides patagiatus,NBNSYS0000008944
17,3,31,12,mature,Nuctenea umbratica,NBNSYS0000008945
17,5,31,12,mature,Neoscona adianta,NBNSYS0000008947
18,3,31,12,mature,Araniella cucurbitina sensu lato,NBNSYS0000008950
16,4,31,12,mature,Araniella inconspicua,NBNSYS0000008952
16,4,31,12,mature,Araniella alpica,NBNSYS0000008953
14,2,31,12,mature,Araniella displicata,NBNSYS0000008954
18,3,31,12,mature,Zilla diodia,NBNSYS0000008955
17,3,31,12,mature,Hypsosinga albovittata,NBNSYS0000008956
16,4,31,12,mature,Hypsosinga sanguinea,NBNSYS0000008958
1,1,31,12,mature,Hypsosinga heri,NBNSYS0000008959
22,4,31,12,mature,Singa hamata,NBNSYS0000008960
17,3,31,12,mature,Cercidia prominens,NBNSYS0000008961
20,3,31,12,mature,Mangora acalypha,NBNSYS0000008962
17,3,31,12,mature,Cyclosa conica,NBNSYS0000008963
17,6,31,12,mature,Argiope bruennichi,NBNSYS0000008964
16,4,31,12,mature,Theridiosoma gemmosum,NBNSYS0000008965
17,3,31,12,mature,Ceratinella brevipes,NBNSYS0000008966
17,3,31,12,mature,Ceratinella brevis,NBNSYS0000008967
17,4,31,12,mature,Ceratinella scabrosa,NBNSYS0000008968
20,1,31,12,mature,Walckenaeria acuminata,NBNSYS0000008969
19,3,31,12,mature,Walckenaeria mitrata,NBNSYS0000008970
20,1,31,12,mature,Walckenaeria antica,NBNSYS0000008971
22,3,31,12,mature,Walckenaeria alticeps,NBNSYS0000008972
14,2,31,12,mature,Walckenaeria cucullata,NBNSYS0000008973
14,2,31,12,mature,Walckenaeria nodosa,NBNSYS0000008974
17,5,31,12,mature,Walckenaeria atrotibialis,NBNSYS0000008975
25,3,31,12,mature,Walckenaeria capito,NBNSYS0000008976
1,1,31,12,mature,Walckenaeria incisa,NBNSYS0000008977
16,2,31,12,mature,Walckenaeria dysderoides,NBNSYS0000008978
1,1,31,12,mature,Walckenaeria stylifrons,NBNSYS0000008979
14,2,31,12,mature,Walckenaeria nudipalpis,NBNSYS0000008980
1,1,31,12,mature,Walckenaeria obtusa,NBNSYS0000008981
19,1,31,12,mature,Walckenaeria monoceros,NBNSYS0000008982
17,1,31,12,mature,Walckenaeria corniculans,NBNSYS0000008983
21,4,31,12,mature,Walckenaeria furcillata,NBNSYS0000008984
14,2,31,12,mature,Walckenaeria unicornis,NBNSYS0000008985
18,1,31,12,mature,Walckenaeria kochi,NBNSYS0000008986
22,3,31,12,mature,Walckenaeria clavicornis,NBNSYS0000008987
14,2,31,12,mature,Walckenaeria cuspidata,NBNSYS0000008988
16,4,31,12,mature,Walckenaeria vigilax,NBNSYS0000008989
14,2,31,12,mature,Dicymbium nigrum,NBNSYS0000008990
14,2,31,12,mature,Dicymbium brevisetosum,NBNSYS0000008991
16,2,31,12,mature,Dicymbium tibiale,NBNSYS0000008992
16,4,31,12,mature,Entelecara acuminata,NBNSYS0000008993
24,4,31,12,mature,Entelecara congenera,NBNSYS0000008994
17,4,31,12,mature,Entelecara erythropus,NBNSYS0000008995
18,5,31,12,mature,Entelecara flavipes,NBNSYS0000008996
22,4,31,12,mature,Entelecara omissa,NBNSYS0000008997
18,3,31,12,mature,Entelecara errata,NBNSYS0000008998
20,3,31,12,mature,Moebelia penicillata,NBNSYS0000008999
16,4,31,12,mature,Hylyphantes graminicola,NBNSYS0000009000
21,2,31,12,mature,Gnathonarium dentatum,NBNSYS0000009001
22,4,31,12,mature,Trematocephalus cristatus,NBNSYS0000009002
18,3,31,12,mature,Tmeticus affinis,NBNSYS0000009003
17,3,31,12,mature,Gongylidium rufipes,NBNSYS0000009004
16,4,31,12,mature,Dismodicus bifrons,NBNSYS0000009005
16,4,31,12,mature,Dismodicus elevatus,NBNSYS0000009006
17,3,31,12,mature,Hypomma bituberculatum,NBNSYS0000009007
16,4,31,12,mature,Hypomma cornutum,NBNSYS0000009009
16,4,31,12,mature,Metopobactrus prominulus,NBNSYS0000009010
18,3,31,12,mature,Baryphyma pratense,NBNSYS0000009012
19,4,31,12,mature,Baryphyma gowerense,NBNSYS0000009014
16,4,31,12,mature,Baryphyma trifrons,NBNSYS0000009015
18,4,31,12,mature,Baryphyma maritimum,NBNSYS0000009016
17,3,31,12,mature,Gonatium rubens,NBNSYS0000009017
17,4,31,12,mature,Gonatium rubellum,NBNSYS0000009018
16,3,31,12,mature,Gonatium paradoxum,NBNSYS0000009019
17,3,31,12,mature,Maso sundevalli,NBNSYS0000009020
18,4,31,12,mature,Maso gallicus,NBNSYS0000009021
13,2,31,12,mature,Peponocranium ludicrum,NBNSYS0000009022
23,3,31,12,mature,Pocadicnemis juncea,NBNSYS0000009024
17,3,31,12,mature,Hypselistes jacksoni,NBNSYS0000009025
17,3,31,12,mature,Oedothorax gibbosus,NBNSYS0000009027
21,2,31,12,mature,Oedothorax fuscus,NBNSYS0000009029
21,2,31,12,mature,Oedothorax agrestis,NBNSYS0000009030
21,2,31,12,mature,Oedothorax retusus,NBNSYS0000009031
17,3,31,12,mature,Oedothorax apicatus,NBNSYS0000009032
23,1,31,12,mature,Trichopterna cito,NBNSYS0000009034
18,3,31,12,mature,Pelecopsis mengei,NBNSYS0000009035
20,1,31,12,mature,Pelecopsis parallela,NBNSYS0000009036
23,5,31,12,mature,Pelecopsis elongata,NBNSYS0000009040
24,6,31,12,mature,Pelecopsis radicicola,NBNSYS0000009041
16,4,31,12,mature,Silometopus elegans,NBNSYS0000009042
19,2,31,12,mature,Silometopus ambiguus,NBNSYS0000009043
16,2,31,12,mature,Silometopus reussi,NBNSYS0000009044
1,1,31,12,mature,Silometopus incurvatus,NBNSYS0000009045
17,1,31,12,mature,Mecopisthes peusi,NBNSYS0000009046
14,2,31,12,mature,Cnephalocotes obscurus,NBNSYS0000009047
22,4,31,12,mature,Acartauchenius scurrilis,NBNSYS0000009048
23,3,31,12,mature,Trichoncus saxicola,NBNSYS0000009049
22,4,31,12,mature,Trichoncus hackmani,NBNSYS0000009050
22,3,31,12,mature,Trichoncus affinis,NBNSYS0000009051
19,3,31,12,mature,Evansia merens,NBNSYS0000009054
20,1,31,12,mature,Tiso vagans,NBNSYS0000009055
23,3,31,12,mature,Tiso aestivus,NBNSYS0000009056
18,2,31,12,mature,Troxochrus scabriculus,NBNSYS0000009057
16,4,31,12,mature,Minyriolus pusillus,NBNSYS0000009059
1,1,31,12,mature,Tapinocyba praecox,NBNSYS0000009060
17,3,31,12,mature,Tapinocyba pallens,NBNSYS0000009061
14,2,31,12,mature,Tapinocyba insecta,NBNSYS0000009062
1,1,31,12,mature,Tapinocyba mitis,NBNSYS0000009063
1,1,31,12,mature,Tapinocyboides pygmaeus,NBNSYS0000009064
18,1,31,12,mature,Microctenonyx subitaneus,NBNSYS0000009065
18,4,31,12,mature,Satilatlas britteni,NBNSYS0000009066
1,1,31,12,mature,Thyreosthenius parasiticus,NBNSYS0000009067
1,1,31,12,mature,Thyreosthenius biovatus,NBNSYS0000009068
25,1,31,12,mature,Monocephalus fuscipes,NBNSYS0000009069
1,1,31,12,mature,Monocephalus castaneipes,NBNSYS0000009070
14,2,31,12,mature,Lophomma punctatum,NBNSYS0000009071
21,1,31,12,mature,Saloca diceros,NBNSYS0000009072
17,3,31,12,mature,Gongylidiellum vivum,NBNSYS0000009073
23,3,31,12,mature,Gongylidiellum latebricola,NBNSYS0000009074
24,3,31,12,mature,Gongylidiellum murcidum,NBNSYS0000009075
18,3,31,12,mature,Micrargus apertus,NBNSYS0000009077
17,5,31,12,mature,Micrargus subaequalis,NBNSYS0000009078
21,1,31,12,mature,Micrargus laudatus,NBNSYS0000009079
19,1,31,12,mature,Notioscopus sarcinatus,NBNSYS0000009080
1,1,31,12,mature,Glyphesis cottonae,NBNSYS0000009081
17,4,31,12,mature,Glyphesis servulus,NBNSYS0000009082
14,2,31,12,mature,Erigonella hiemalis,NBNSYS0000009083
15,2,31,12,mature,Erigonella ignobilis,NBNSYS0000009084
14,2,31,12,mature,Diplocephalus cristatus,NBNSYS0000009086
14,2,31,12,mature,Diplocephalus permixtus,NBNSYS0000009087
1,1,31,12,mature,Diplocephalus latifrons,NBNSYS0000009088
1,1,31,12,mature,Diplocephalus connatus,NBNSYS0000009089
17,3,31,12,mature,Diplocephalus picinus,NBNSYS0000009091
19,3,31,12,mature,Diplocephalus protuberans,NBNSYS0000009092
17,3,31,12,mature,Araeoncus humilis,NBNSYS0000009093
16,4,31,12,mature,Araeoncus crassiceps,NBNSYS0000009094
21,2,31,12,mature,Panamomops sulcifrons,NBNSYS0000009095
15,2,31,12,mature,Lessertia dentichelis,NBNSYS0000009096
20,3,31,12,mature,Scotinotylus evansi,NBNSYS0000009097
1,1,31,12,mature,Typhochrestus digitatus,NBNSYS0000009098
15,4,31,12,mature,Diplocentria bidentata,NBNSYS0000009101
21,2,31,12,mature,Erigone dentipalpis,NBNSYS0000009102
16,4,31,12,mature,Erigone atra,NBNSYS0000009103
17,3,31,12,mature,Erigone promiscua,NBNSYS0000009104
17,1,31,12,mature,Erigone arctica,NBNSYS0000009105
17,4,31,12,mature,Erigone longipalpis,NBNSYS0000009106
17,4,31,12,mature,Erigone tirolensis,NBNSYS0000009107
20,1,31,12,mature,Erigone welchi,NBNSYS0000009109
25,5,31,12,mature,Erigone psychrophila,NBNSYS0000009110
16,4,31,12,mature,Erigone aletris,NBNSYS0000009111
17,4,31,12,mature,Prinerigone vagans,NBNSYS0000009112
23,5,31,12,mature,Donacochara speciosa,NBNSYS0000009117
17,3,31,12,mature,Leptorhoptrum robustum,NBNSYS0000009118
1,1,31,12,mature,Drepanotylus uncatus,NBNSYS0000009119
14,2,31,12,mature,Leptothrix hardyi,NBNSYS0000009120
18,3,31,12,mature,Hilaira excisa,NBNSYS0000009121
18,3,31,12,mature,Hilaira nubigena,NBNSYS0000009123
18,3,31,12,mature,Hilaira pervicax,NBNSYS0000009124
21,1,31,12,mature,Halorates reprobus,NBNSYS0000009125
22,3,31,12,mature,Carorita limnaea,NBNSYS0000009128
1,1,31,12,mature,Wiehlea calcarifera,NBNSYS0000009130
1,1,31,12,mature,Mioxena blanda,NBNSYS0000009131
16,3,31,12,mature,Caviphantes saxetorum,NBNSYS0000009132
22,2,31,12,mature,Asthenargus paganus,NBNSYS0000009133
1,1,31,12,mature,Jacksonella falconeri,NBNSYS0000009134
15,6,31,12,mature,Pseudomaro aenigmaticus,NBNSYS0000009135
16,4,31,12,mature,Ostearius melanopygius,NBNSYS0000009136
14,2,31,12,mature,Aphileta misera,NBNSYS0000009137
14,2,31,12,mature,Porrhomma pygmaeum,NBNSYS0000009138
20,2,31,12,mature,Porrhomma convexum,NBNSYS0000009139
15,4,31,12,mature,Porrhomma rosenhaueri,NBNSYS0000009140
17,3,31,12,mature,Porrhomma pallidum,NBNSYS0000009141
17,3,31,12,mature,Porrhomma microphthalmum,NBNSYS0000009143
