"code","taxon","tvk"
3,"Criomorphus williamsi","NHMSYS0020442317"
3,"Delphacodes capnodes","NHMSYS0020442318"
3,"Dicranotropis divergens","NHMSYS0020442319"
3,"Ebarrius cognatus","NHMSYS0020442320"
4,"Edwardsiana alnicola","NHMSYS0020442321"
4,"Edwardsiana ishidai","NHMSYS0020442322"
4,"Edwardsiana lanternae","NHMSYS0020442323"
5,"Edwardsiana rosaesugans","NHMSYS0020442324"
4,"Edwardsiana tersa","NHMSYS0020442325"
5,"Emelyanoviana contraria","NHMSYS0020442329"
2,"Erythria aureola","NHMSYS0020442332"
5,"Eurhadina kirschbaumi","NHMSYS0020442333"
3,"Eurhadina ribauti","NHMSYS0020442334"
4,"Eurysula lurida","NHMSYS0020442336"
4,"Euscelidius schenckii","NHMSYS0020442337"
3,"Euscelidius variegatus","NHMSYS0020442338"
3,"Euscelis ohausi","NHMSYS0020442339"
3,"Florodelphax paryphasma","NHMSYS0020442341"
2,"Hephathus nanus","NHMSYS0020442343"
2,"Iassus scutellaris","NHMSYS0020442411"
2,"Issus muscaeformis","NHMSYS0020442413"
4,"Kyboasca bipunctata","NHMSYS0020442415"
5,"Kybos calyculus","NHMSYS0020442416"
4,"Limotettix atricapillus","NHMSYS0020442422"
5,"Macropsis glandacea","NHMSYS0020442424"
5,"Macrosteles alpinus","NHMSYS0020442426"
5,"Macrosteles cristatus","NHMSYS0020442427"
5,"Macrosteles fieberi","NHMSYS0020442428"
4,"Macrosteles frontalis","NHMSYS0020442429"
5,"Macrosteles lividus","NHMSYS0020442430"
5,"Macrosteles oshanini","NHMSYS0020442431"
4,"Macrosteles quadripunctulatus","NHMSYS0020442432"
4,"Macrosteles sordidipennis","NHMSYS0020442433"
3,"Megamelodes lequesnei","NHMSYS0020442434"
1,"Metalimnus formosus","NHMSYS0020442437"
4,"Neophilaenus longiceps","NHMSYS0020442440"
3,"Paraliburnia clypealis","NHMSYS0020442447"
2,"Paralimnus phragmitis","NHMSYS0020442448"
1,"Pediopsis tiliae","NHMSYS0020442449"
1,"Platymetopius undatus","NHMSYS0020442453"
4,"Psammotettix albomarginatus","NHMSYS0020442454"
5,"Psammotettix frigidus","NHMSYS0020442455"
2,"Psammotettix maritimus","NHMSYS0020442456"
4,"Psammotettix nodosus","NHMSYS0020442457"
4,"Ribautodelphax pallens","NHMSYS0020442460"
3,"Ribautodelphax pungens","NHMSYS0020442461"
3,"Sagatus punctifrons","NHMSYS0020442462"
4,"Stenocranus fuscovittatus","NHMSYS0020442466"
3,"Stiroma bicarinata","NHMSYS0020442467"
3,"Stroggylocephalus livens","NHMSYS0020442468"
1,"Tettigometra impressopunctata","NHMSYS0020442472"
3,"Trigonocranus emmeae","NHMSYS0020442473"
3,"Zygina rubrovittata","NHMSYS0020442476"
2,"Prokelisia marginata","NHMSYS0020530792"
3,"Agallia consobrina","NHMSYS0020705177"
4,"Anaceratagallia laevis","NHMSYS0020705178"
4,"Anaceratagallia ribauti","NHMSYS0020705179"
1,"Aguriahana stellulata","NHMSYS0020705182"
3,"Alebra albostriella","NHMSYS0020705184"
3,"Alebra coryli","NHMSYS0020705185"
3,"Alebra wahlbergi","NHMSYS0020705186"
2,"Allygus mixtus","NHMSYS0020705189"
2,"Allygus modestus","NHMSYS0020705190"
2,"Alnetoidea alneti","NHMSYS0020705191"
3,"Anakelisia fasciata","NHMSYS0020705193"
3,"Anakelisia perspicillata","NHMSYS0020705194"
4,"Anoscopus albiger","NHMSYS0020705213"
5,"Aphrodes bicincta","NHMSYS0020705214"
1,"Planaphrodes bifasciata","NHMSYS0020705215"
1,"Anoscopus flavostriatus","NHMSYS0020705216"
1,"Anoscopus histrionicus","NHMSYS0020705217"
2,"Aphrodes makarovi","NHMSYS0020705218"
2,"Anoscopus serratulae","NHMSYS0020705219"
1,"Aphrophora alni","NHMSYS0020705221"
2,"Aphrophora major","NHMSYS0020705222"
3,"Aphrophora pectoralis","NHMSYS0020705223"
3,"Aphrophora salicina","NHMSYS0020705224"
2,"Arboridia parvula","NHMSYS0020705226"
4,"Arboridia ribauti","NHMSYS0020705227"
1,"Arthaldeus pascuellus","NHMSYS0020705231"
2,"Arthaldeus striifrons","NHMSYS0020705232"
1,"Athysanus argentarius","NHMSYS0020705240"
1,"Balclutha punctata","NHMSYS0020705244"
1,"Centrotus cornutus","NHMSYS0020705258"
1,"Cercopis vulnerata","NHMSYS0020705260"
3,"Chloriona glaucescens","NHMSYS0020705263"
3,"Chloriona smaragdula","NHMSYS0020705264"
3,"Chloriona unicolor","NHMSYS0020705265"
1,"Cicadella viridis","NHMSYS0020705270"
4,"Cicadula aurantipes","NHMSYS0020705273"
3,"Cixius nervosus","NHMSYS0020705287"
3,"Cixius (Acanthocixius) similis","NHMSYS0020705289"
2,"Colladonus torneellus","NHMSYS0020705292"
1,"Conomelus anceps","NHMSYS0020705295"
1,"Conosanus obsoletus","NHMSYS0020705297"
1,"Criomorphus albomarginatus","NHMSYS0020705311"
1,"Delphacinus mesomelas","NHMSYS0020705320"
3,"Delphacodes venosus","NHMSYS0020705322"
1,"Delphax pulchellus","NHMSYS0020705324"
2,"Deltocephalus maculiceps","NHMSYS0020705326"
1,"Deltocephalus pulicaris","NHMSYS0020705327"
2,"Dikraneura variata","NHMSYS0020705332"
1,"Ditropis pteridis","NHMSYS0020705337"
1,"Doratura stylata","NHMSYS0020705339"
4,"Edwardsiana avellanae","NHMSYS0020705351"
4,"Edwardsiana bergmanni","NHMSYS0020705352"
4,"Edwardsiana candidula","NHMSYS0020705353"
4,"Edwardsiana crataegi","NHMSYS0020705354"
4,"Edwardsiana diversa","NHMSYS0020705355"
4,"Edwardsiana flavescens","NHMSYS0020705356"
4,"Edwardsiana frustrator","NHMSYS0020705357"
1,"Edwardsiana geometrica","NHMSYS0020705358"
4,"Edwardsiana lethierryi","NHMSYS0020705359"
4,"Edwardsiana nigriloba","NHMSYS0020705361"
4,"Edwardsiana plebeja","NHMSYS0020705362"
4,"Edwardsiana prunicola","NHMSYS0020705363"
4,"Edwardsiana rosae","NHMSYS0020705364"
4,"Edwardsiana salicicola","NHMSYS0020705365"
4,"Edwardsiana spinigera","NHMSYS0020705366"
2,"Elymana sulphurella","NHMSYS0020705368"
3,"Emelyanoviana mollicula","NHMSYS0020705370"
3,"Acanthodelphax denticauda","NHMSYS0020705529"
1,"Errastunus ocellaris","NHMSYS0020705533"
3,"Empoasca decipiens","NHMSYS0020705542"
5,"Empoasca pteridis","NHMSYS0020705543"
3,"Empoasca vitis","NHMSYS0020705544"
2,"Euconomelus lepidus","NHMSYS0020705554"
1,"Eupelix cuspidata","NHMSYS0020705558"
1,"Eupterycyba jucunda","NHMSYS0020705560"
2,"Eupteryx artemisiae","NHMSYS0020705562"
3,"Eupteryx atropunctata","NHMSYS0020705563"
2,"Eupteryx aurata","NHMSYS0020705564"
2,"Eupteryx cyclops","NHMSYS0020705565"
2,"Eupteryx filicum","NHMSYS0020705566"
3,"Eupteryx florida","NHMSYS0020705567"
5,"Eupteryx heydenii","NHMSYS0020705568"
3,"Eupteryx melissae","NHMSYS0020705569"
2,"Eupteryx notata","NHMSYS0020705570"
3,"Eupteryx origani","NHMSYS0020705571"
2,"Eupteryx signatipennis","NHMSYS0020705572"
3,"Eupteryx stachydearum","NHMSYS0020705573"
2,"Eupteryx tenella","NHMSYS0020705574"
3,"Eupteryx thoulessi","NHMSYS0020705575"
2,"Eupteryx urticae","NHMSYS0020705576"
2,"Eupteryx vittata","NHMSYS0020705577"
3,"Eurhadina concinna","NHMSYS0020705579"
3,"Eurhadina loewii","NHMSYS0020705580"
2,"Eurhadina pulchella","NHMSYS0020705581"
1,"Eurybregma nigrolineata","NHMSYS0020705583"
2,"Eurysa lineata","NHMSYS0020705585"
2,"Euscelis incisus","NHMSYS0020705589"
3,"Euscelis lineolatus","NHMSYS0020705590"
1,"Evacanthus acuminatus","NHMSYS0020705592"
1,"Evacanthus interruptus","NHMSYS0020705593"
4,"Fagocyba carri","NHMSYS0020705595"
4,"Fagocyba cruenta","NHMSYS0020705596"
3,"Forcipata citrinella","NHMSYS0020705603"
3,"Forcipata forcipata","NHMSYS0020705604"
1,"Gargara genistae","NHMSYS0020705606"
1,"Graphocephala fennahi","NHMSYS0020705608"
1,"Graphocraerus ventralis","NHMSYS0020705610"
2,"Gravesteiniella boldi","NHMSYS0020705612"
2,"Grypotes puncticollis","NHMSYS0020705614"
2,"Hardya melanopsis","NHMSYS0020705617"
2,"Hauptidia maroccana","NHMSYS0020705619"
1,"Hyledelphax elegantula","NHMSYS0020705627"
1,"Iassus lanio","NHMSYS0020705629"
1,"Populicerus albicans","NHMSYS0020705631"
1,"Populicerus confusus","NHMSYS0020705632"
2,"Tremulicerus distinguendus","NHMSYS0020705633"
2,"Metidiocerus elegans","NHMSYS0020705634"
2,"Populicerus nitidissimus","NHMSYS0020705635"
2,"Populicerus laminatus","NHMSYS0020705637"
2,"Idiocerus lituratus","NHMSYS0020705638"
2,"Stenidiocerus poecilus","NHMSYS0020705640"
2,"Populicerus populi","NHMSYS0020705641"
2,"Metidiocerus rutilans","NHMSYS0020705642"
2,"Idiocerus similis","NHMSYS0020705643"
2,"Idiocerus stigmaticalis","NHMSYS0020705644"
2,"Tremulicerus tremulae","NHMSYS0020705645"
2,"Tremulicerus vitreus","NHMSYS0020705646"
2,"Acericerus vittifrons","NHMSYS0020705647"
2,"Idiodonus cruentatus","NHMSYS0020705649"
2,"Issus coleoptratus","NHMSYS0020705653"
3,"Kelisia guttula","NHMSYS0020705666"
4,"Kelisia guttulifera","NHMSYS0020705667"
3,"Kelisia pallidula","NHMSYS0020705668"
3,"Kelisia punctulum","NHMSYS0020705669"
3,"Kelisia ribauti","NHMSYS0020705670"
3,"Kelisia sabulicola","NHMSYS0020705671"
3,"Kelisia vittipennis","NHMSYS0020705672"
4,"Kybos butleri","NHMSYS0020705679"
4,"Kybos populi","NHMSYS0020705680"
4,"Kybos rufescens","NHMSYS0020705681"
4,"Kybos smaragdulus","NHMSYS0020705682"
4,"Kybos strigilifer","NHMSYS0020705683"
4,"Kybos virgator","NHMSYS0020705684"
2,"Lamprotettix nitidulus","NHMSYS0020705686"
1,"Ledra aurita","NHMSYS0020705689"
2,"Limotettix striola","NHMSYS0020705691"
2,"Lindbergina aurovittata","NHMSYS0020705693"
2,"Linnavuoriana decempunctata","NHMSYS0020705695"
3,"Macropsis albae","NHMSYS0020705705"
3,"Macropsis fuscinervis","NHMSYS0020705707"
3,"Macropsis fuscula","NHMSYS0020705708"
3,"Macropsis graminea","NHMSYS0020705709"
3,"Macropsis impura","NHMSYS0020705710"
3,"Macropsis infuscata","NHMSYS0020705711"
3,"Macropsis marginata","NHMSYS0020705712"
3,"Macropsis prasina","NHMSYS0020705713"
3,"Macropsis scotti","NHMSYS0020705714"
3,"Macrosteles horvathi","NHMSYS0020705718"
4,"Macrosteles laevis","NHMSYS0020705719"
4,"Macrosteles ossiannilssoni","NHMSYS0020705721"
3,"Macrosteles septemnotatus","NHMSYS0020705722"
4,"Macrosteles sexnotatus","NHMSYS0020705723"
3,"Macrosteles variatus","NHMSYS0020705724"
2,"Macustus grisescens","NHMSYS0020705727"
3,"Megophthalmus scabripennis","NHMSYS0020705734"
3,"Megophthalmus scanicus","NHMSYS0020705735"
3,"Mocydiopsis attenuata","NHMSYS0020705748"
3,"Mocydiopsis parvicauda","NHMSYS0020705749"
3,"Muellerianella brevipennis","NHMSYS0020705751"
3,"Muellerianella extrusa","NHMSYS0020705752"
3,"Muellerianella fairmairei","NHMSYS0020705753"
2,"Muirodelphax aubei","NHMSYS0020705755"
1,"Neophilaenus campestris","NHMSYS0020705765"
1,"Neophilaenus exclamationis","NHMSYS0020705766"
1,"Neophilaenus lineatus","NHMSYS0020705767"
2,"Notus flavipennis","NHMSYS0020705769"
1,"Reptalus (Reptalus) panzeri","NHMSYS0020705772"
3,"Oncopsis alni","NHMSYS0020705775"
3,"Oncopsis avellanae","NHMSYS0020705776"
4,"Oncopsis carpini","NHMSYS0020705777"
3,"Oncopsis flavicollis","NHMSYS0020705778"
3,"Oncopsis tristis","NHMSYS0020705780"
1,"Opsius stactogalus","NHMSYS0020705782"
1,"Rhopalopyx adumbrata","NHMSYS0020705789"
2,"Paluda flaveola","NHMSYS0020705790"
4,"Rhopalopyx vitripennis","NHMSYS0020705791"
3,"Paraliburnia adela","NHMSYS0020705794"
2,"Paramesus obtusifrons","NHMSYS0020705798"
1,"Philaenus spumarius","NHMSYS0020705811"
2,"Placotettix taeniatifrons","NHMSYS0020705816"
4,"Psammotettix confinis","NHMSYS0020705827"
3,"Psammotettix sabulicola","NHMSYS0020705830"
1,"Recilia coronifera","NHMSYS0020705867"
1,"Rhytidodus decimusquartus","NHMSYS0020705874"
1,"Rhytistylus proceps","NHMSYS0020705876"
4,"Ribautiana cruciata","NHMSYS0020705878"
4,"Ribautiana debilis","NHMSYS0020705879"
4,"Ribautiana scalaris","NHMSYS0020705880"
3,"Ribautiana ulmi","NHMSYS0020705882"
2,"Sardius argus","NHMSYS0020705887"
3,"Ophiola cornicula","NHMSYS0020705890"
4,"Ophiola decumana","NHMSYS0020705891"
2,"Sonronius dahlbomi","NHMSYS0020705894"
3,"Sorhoanus xanthoneurus","NHMSYS0020705896"
2,"Speudotettix subfusculus","NHMSYS0020705901"
2,"Stenocranus longipennis","NHMSYS0020705904"
3,"Stenocranus major","NHMSYS0020705905"
2,"Stenocranus minutus","NHMSYS0020705906"
3,"Stiroma affinis","NHMSYS0020705910"
2,"Streptanus aemulans","NHMSYS0020705912"
2,"Streptanus sordidus","NHMSYS0020705914"
3,"Stroggylocephalus agrestis","NHMSYS0020705916"
2,"Scottianella dalei","NHMSYS0020705922"
4,"Paradelphacodes litoralis","NHMSYS0020705923"
3,"Struebingianella lugubrina","NHMSYS0020705924"
2,"Tachycixius pilosus","NHMSYS0020705926"
2,"Turrutus socialis","NHMSYS0020705957"
1,"Zonocyba bifasciata","NHMSYS0020705959"
1,"Typhlocyba quercus","NHMSYS0020705960"
1,"Ulopa reticulata","NHMSYS0020705964"
1,"Utecha trivia","NHMSYS0020705965"
4,"Zygina angusta","NHMSYS0020705971"
2,"Zygina flammigera","NHMSYS0020705972"
4,"Zygina ordinaria","NHMSYS0020705974"
5,"Zygina schneideri","NHMSYS0020705975"
5,"Zygina suavis","NHMSYS0020705976"
3,"Zygina tiliae","NHMSYS0020705977"
1,"Zyginidia scutellaris","NHMSYS0020705979"
2,"Batracomorphus allionii","NHMSYS0020745850"
3,"Macropsis megerlei","NHMSYS0020745851"
1,"Dryodurgades antoniae","NHMSYS0020745852"
5,"Psammotettix helvolus","NHMSYS0020745853"
2,"Synophropsis lauri","NHMSYS0020745854"
3,"Alebra viridis","NHMSYS0020745855"
2,"Liguropia juniperi","NHMSYS0020745856"
3,"Eupteryx decemnotata","NHMSYS0020745857"
2,"Zyginella pulchra","NHMSYS0020745858"
5,"Kelisia occirrega","NHMSYS0020745859"
3,"Delphax crassicornis","NHMSYS0020745860"
4,"Anaceratagallia venosa","NHMSYS0020917128"
2,"Anoscopus limicola","NHMSYS0020917141"
2,"Acericerus ribauti","NHMSYS0020920318"
2,"Allygidius commutatus","NHMSYS0020920326"
1,"Pentastiridius leporinus","NHMSYS0020920487"
2,"Verdanus abdominalis","NHMSYS0020920555"
2,"Florodelphax leptosoma sensu stricto","NHMSYS0020924615"
3,"Macropsis scutellata sensu stricto","NHMSYS0020924639"
3,"Megamelodes quadrimaculatus sensu stricto","NHMSYS0020924651"
4,"Psammotettix putoni sensu stricto","NHMSYS0020924663"
3,"Ribautiana tenerrima sensu stricto","NHMSYS0020924687"
4,"Ophiola plutonia","NHMSYS0020927625"
4,"Oncopsis appendiculata","NHMSYS0020973319"
2,"Acericerus heydenii","NHMSYS0020973325"
4,"Fieberiella septentrionalis","NHMSYS0020973331"
2,"Pithyotettix abietinus","NHMSYS0020973355"
1,"Orientus ishidae","NHMSYS0020973367"
2,"Erotettix cyane","NHMSYS0020977145"
2,"Planaphrodes trifasciata","NHMSYS0020977178"
4,"Eurysanoides douglasi","NHMSYS0020977194"
2,"Erzaleus metrius","NHMSYS0020977210"
3,"Jassargus pseudocellaris","NHMSYS0020977455"
2,"Euides basilinea","NHMSYS0020977611"
4,"Eurysella brunnea","NHMSYS0020977628"
2,"Anoterostemma ivanhofi","NHMSYS0021109891"
2,"Nothodelphax distincta","NHMSYS0021123051"
2,"Aphrodes aestuarina","NHMSYS0021123104"
4,"Henschia collina","NHMSYS0021123114"
5,"Psammotettix alienus","NHMSYS0021123138"
2,"Wagneripteryx germari","NHMSYS0021126439"
5,"Anoscopus duffieldi","NHMSYS0021126445"
2,"Kosswigianella exigua","NHMSYS0021126451"
2,"Linnavuoriana sexmaculata","NHMSYS0021126457"
3,"Macropsis cerea","NHMSYS0021126463"
4,"Macrosteles viridigriseus","NHMSYS0021126469"
1,"Mocydia crocea","NHMSYS0021126475"
4,"Oncopsis subangulata","NHMSYS0021126481"
3,"Psammotettix cephalotes","NHMSYS0021126487"
2,"Streptanus marginatus","NHMSYS0021126493"
