"start_day","start_month","end_day","end_month","stage","taxon","tvk"
1,5,31,8,"mature","Tinodes dives","NBNSYS0000008390"
1,5,30,9,"mature","Tinodes maclachlani","NBNSYS0000008391"
1,7,31,7,"mature","Tinodes pallidulus","NBNSYS0000008393"
1,5,31,7,"mature","Tinodes rostocki","NBNSYS0000008394"
1,5,31,8,"mature","Tinodes unicolor","NBNSYS0000008395"
1,4,31,10,"mature","Tinodes waeneri","NBNSYS0000008396"
1,4,31,10,"mature","Ecnomus tenellus","NBNSYS0000008397"
1,5,30,9,"mature","Cyrnus flavidus","NBNSYS0000008399"
1,6,31,7,"mature","Cyrnus insolutus","NBNSYS0000008400"
1,5,30,9,"mature","Cyrnus trimaculatus","NBNSYS0000008401"
1,5,30,9,"mature","Holocentropus dubius","NBNSYS0000008402"
1,4,31,10,"mature","Holocentropus picicornis","NBNSYS0000008403"
1,4,30,9,"mature","Holocentropus stagnalis","NBNSYS0000008404"
1,5,30,9,"mature","Neureclipsis bimaculata","NBNSYS0000008405"
1,5,30,9,"mature","Plectrocnemia brevis","NBNSYS0000008406"
1,5,31,10,"mature","Plectrocnemia conspersa","NBNSYS0000008407"
1,5,30,9,"mature","Plectrocnemia geniculata","NBNSYS0000008408"
1,5,31,10,"mature","Polycentropus flavomaculatus","NBNSYS0000008409"
1,5,30,9,"mature","Polycentropus irroratus","NBNSYS0000008410"
1,6,30,9,"mature","Polycentropus kingi","NBNSYS0000008411"
1,5,30,9,"mature","Cheumatopsyche lepida","NBNSYS0000008412"
1,5,31,10,"mature","Hydropsyche angustipennis","NBNSYS0000008413"
1,7,30,9,"mature","Hydropsyche bulgaromanorum","NBNSYS0000008414"
1,4,31,10,"mature","Hydropsyche contubernalis","NBNSYS0000008415"
1,5,30,9,"mature","Hydropsyche exocellata","NBNSYS0000008416"
1,5,31,8,"mature","Hydropsyche fulvipes","NBNSYS0000008417"
1,4,30,9,"mature","Hydropsyche instabilis","NBNSYS0000008418"
1,4,31,10,"mature","Hydropsyche pellucidula","NBNSYS0000008419"
1,3,31,10,"mature","Hydropsyche siltalai","NBNSYS0000008421"
1,2,30,9,"mature","Diplectrona felix","NBNSYS0000008422"
1,5,30,9,"mature","Agrypnia obsoleta","NBNSYS0000008424"
1,4,31,10,"mature","Agrypnia pagetana","NBNSYS0000008425"
1,5,31,7,"mature","Hagenella clathrata","NBNSYS0000008428"
1,5,30,9,"mature","Oligotricha striata","NBNSYS0000008429"
1,5,31,10,"mature","Phryganea bipunctata","NBNSYS0000008430"
1,5,31,8,"mature","Phryganea grandis","NBNSYS0000008431"
1,4,31,8,"mature","Trichostegia minor","NBNSYS0000008432"
1,3,30,6,"mature","Brachycentrus subnubilus","NBNSYS0000008433"
1,4,31,10,"mature","Crunoecia irrorata","NBNSYS0000008434"
1,9,31,10,"mature","Ironoquia dubia","NBNSYS0000008437"
1,3,31,10,"mature","Apatania muliebris","NBNSYS0000008439"
1,3,31,7,"mature","Apatania wallengreni","NBNSYS0000008441"
1,3,31,10,"mature","Drusus annulatus","NBNSYS0000008442"
1,7,31,10,"mature","Allogamus auricollis","NBNSYS0000008444"
1,5,30,9,"mature","Enoicyla pusilla","NBNSYS0000008445"
1,6,30,11,"mature","Halesus digitatus","NBNSYS0000008446"
1,5,30,11,"mature","Halesus radiatus","NBNSYS0000008447"
1,6,31,7,"mature","Hydatophylax infumatus","NBNSYS0000008448"
1,9,30,11,"mature","Melampophylax mucoreus","NBNSYS0000008449"
1,5,30,9,"mature","Mesophylax impunctatus","NBNSYS0000008451"
1,3,30,9,"mature","Micropterna lateralis","NBNSYS0000008454"
1,4,31,10,"mature","Micropterna sequax","NBNSYS0000008455"
1,4,31,10,"mature","Potamophylax cingulatus","NBNSYS0000008456"
1,4,31,10,"mature","Potamophylax latipennis","NBNSYS0000008457"
1,7,30,9,"mature","Potamophylax rotundipennis","NBNSYS0000008458"
1,2,30,11,"mature","Stenophylax permistus","NBNSYS0000008459"
1,4,31,10,"mature","Stenophylax vibex","NBNSYS0000008460"
1,6,30,11,"mature","Anabolia nervosa","NBNSYS0000008462"
1,3,30,11,"mature","Glyphotaelius pellucidus","NBNSYS0000008463"
1,2,30,11,"mature","Grammotaulius nigropunctatus","NBNSYS0000008464"
1,3,30,11,"mature","Limnephilus affinis","NBNSYS0000008466"
1,2,30,11,"mature","Limnephilus auricula","NBNSYS0000008467"
1,4,31,10,"mature","Limnephilus binotatus","NBNSYS0000008468"
1,4,31,10,"mature","Limnephilus bipunctatus","NBNSYS0000008469"
1,5,30,9,"mature","Limnephilus borealis","NBNSYS0000008470"
1,3,31,10,"mature","Limnephilus centralis","NBNSYS0000008471"
1,6,31,10,"mature","Limnephilus coenosus","NBNSYS0000008472"
1,5,31,10,"mature","Limnephilus decipiens","NBNSYS0000008473"
1,4,31,10,"mature","Limnephilus elegans","NBNSYS0000008474"
1,4,31,10,"mature","Limnephilus extricatus","NBNSYS0000008475"
1,5,31,8,"mature","Limnephilus fuscicornis","NBNSYS0000008477"
1,4,31,10,"mature","Limnephilus griseus","NBNSYS0000008479"
1,5,30,9,"mature","Limnephilus hirsutus","NBNSYS0000008480"
1,5,31,10,"mature","Limnephilus ignavus","NBNSYS0000008481"
1,5,31,10,"mature","Limnephilus incisus","NBNSYS0000008482"
1,3,30,11,"mature","Limnephilus lunatus","NBNSYS0000008483"
1,3,31,10,"mature","Limnephilus luridus","NBNSYS0000008484"
1,3,30,11,"mature","Limnephilus marmoratus","NBNSYS0000008485"
1,8,30,11,"mature","Limnephilus nigriceps","NBNSYS0000008486"
1,6,31,7,"mature","Limnephilus pati","NBNSYS0000008487"
1,7,31,10,"mature","Limnephilus politus","NBNSYS0000008488"
1,5,31,10,"mature","Limnephilus rhombicus","NBNSYS0000008489"
1,3,31,10,"mature","Limnephilus sparsus","NBNSYS0000008490"
1,5,31,10,"mature","Limnephilus stigma","NBNSYS0000008491"
1,6,31,10,"mature","Limnephilus subcentralis","NBNSYS0000008492"
1,7,31,8,"mature","Limnephilus tauricus","NBNSYS0000008493"
1,6,31,7,"mature","Nemotaulius punctatolineatus","NBNSYS0000008495"
1,5,31,10,"mature","Rhadicoleptus alpestris","NBNSYS0000008497"
1,5,30,9,"mature","Silo nigricornis","NBNSYS0000008499"
1,4,30,9,"mature","Beraea maurus","NBNSYS0000008501"
1,4,31,10,"mature","Beraea pullata","NBNSYS0000008502"
1,5,31,8,"mature","Beraeodes minutus","NBNSYS0000008503"
1,10,30,11,"mature","Ernodes articularis","NBNSYS0000008504"
1,5,31,7,"mature","Notidobia ciliaris","NBNSYS0000008505"
1,4,31,10,"mature","Sericostoma personatum","NBNSYS0000008506"
1,5,30,9,"mature","Odontocerum albicorne","NBNSYS0000008507"
1,6,30,9,"mature","Molanna albicans","NBNSYS0000008508"
1,5,30,9,"mature","Molanna angustata","NBNSYS0000008509"
1,4,31,10,"mature","Athripsodes albifrons","NBNSYS0000008510"
1,5,30,9,"mature","Athripsodes aterrimus","NBNSYS0000008512"
1,5,30,9,"mature","Athripsodes bilineatus","NBNSYS0000008513"
1,5,31,10,"mature","Athripsodes cinereus","NBNSYS0000008514"
1,5,30,9,"mature","Athripsodes commutatus","NBNSYS0000008515"
1,6,30,9,"mature","Ceraclea albimacula","NBNSYS0000008516"
1,5,31,8,"mature","Ceraclea annulicornis","NBNSYS0000008517"
1,5,30,9,"mature","Ceraclea dissimilis","NBNSYS0000008518"
1,5,31,10,"mature","Ceraclea fulva","NBNSYS0000008519"
1,5,31,8,"mature","Ceraclea nigronervosa","NBNSYS0000008520"
1,5,30,9,"mature","Ceraclea senilis","NBNSYS0000008521"
1,7,31,8,"mature","Leptocerus lusitanicus","NBNSYS0000008523"
1,5,30,9,"mature","Leptocerus tineiformis","NBNSYS0000008524"
1,5,31,10,"mature","Mystacides azurea","NBNSYS0000008525"
1,5,30,9,"mature","Mystacides longicornis","NBNSYS0000008526"
1,6,31,7,"mature","Adicella filicornis","NBNSYS0000008528"
1,6,31,8,"mature","Adicella reducta","NBNSYS0000008529"
1,5,31,8,"mature","Erotesis baltica","NBNSYS0000008530"
1,5,30,9,"mature","Triaenodes bicolor","NBNSYS0000008531"
1,5,30,9,"mature","Ylodes conspersus","NBNSYS0000008532"
1,6,31,8,"mature","Ylodes reuteri","NBNSYS0000008533"
1,7,31,8,"mature","Ylodes simulans","NBNSYS0000008534"
1,6,30,9,"mature","Oecetis furva","NBNSYS0000008535"
1,6,30,9,"mature","Oecetis lacustris","NBNSYS0000008536"
1,7,31,8,"mature","Oecetis notata","NBNSYS0000008537"
1,5,30,9,"mature","Oecetis ochracea","NBNSYS0000008538"
1,6,31,8,"mature","Oecetis testacea","NBNSYS0000008539"
1,7,30,9,"mature","Setodes argentipunctellus","NBNSYS0000008540"
1,7,31,7,"mature","Setodes punctatus","NBNSYS0000008541"
1,5,31,10,"mature","Rhyacophila fasciata","NBNSYS0000155925"
1,6,31,8,"mature","Leptocerus interruptus","NHMSYS0020442420"
1,6,31,8,"mature","Psychomyia fragilis","NHMSYS0020547806"
1,4,31,10,"mature","Agrypnia varia","NHMSYS0020704765"
1,9,31,12,"mature","Chaetopteryx villosa","NHMSYS0020704776"
1,5,30,9,"mature","Goera pilosa","NHMSYS0020704791"
1,5,30,9,"mature","Grammotaulius nitidus","NHMSYS0020704793"
1,5,31,10,"mature","Lepidostoma hirtum","NHMSYS0020704804"
1,4,30,11,"mature","Limnephilus flavicornis","NHMSYS0020704807"
1,3,31,10,"mature","Limnephilus vittatus","NHMSYS0020704808"
1,5,30,9,"mature","Psychomyia pusilla","NHMSYS0020704831"
1,4,30,9,"mature","Silo pallipes","NHMSYS0020704837"
1,6,31,10,"mature","Anabolia brevipennis","NHMSYS0020785001"
1,5,31,7,"mature","Ecclisopteryx dalecarlica","NHMSYS0021008755"
1,6,31,7,"mature","Agrypnetes crassicornis","NHMSYS0021008788"
1,5,30,9,"mature","Lepidostoma basale","NHMSYS0021008795"
