start_day,start_month,start_year,end_day,end_month,end_year,taxon,tvk
1,1,1860,,,,Neureclipsis bimaculata,NBNSYS0000008405
1,1,1898,,,,Plectrocnemia brevis,NBNSYS0000008406
1,1,1860,,,,Plectrocnemia conspersa,NBNSYS0000008407
1,1,1836,,,,Plectrocnemia geniculata,NBNSYS0000008408
1,1,1825,,,,Polycentropus flavomaculatus,NBNSYS0000008409
1,1,1836,,,,Polycentropus irroratus,NBNSYS0000008410
1,1,1862,,,,Polycentropus kingi,NBNSYS0000008411
1,1,1836,,,,Cheumatopsyche lepida,NBNSYS0000008412
1,1,1836,,,,Hydropsyche angustipennis,NBNSYS0000008413
1,1,1836,,,,Hydropsyche bulgaromanorum,NBNSYS0000008414
1,1,1862,,,,Hydropsyche contubernalis,NBNSYS0000008415
1,1,1862,31,12,1903,Hydropsyche exocellata,NBNSYS0000008416
1,1,1836,,,,Hydropsyche fulvipes,NBNSYS0000008417
1,1,1840,,,,Hydropsyche instabilis,NBNSYS0000008418
1,1,1836,,,,Hydropsyche pellucidula,NBNSYS0000008419
1,1,1861,,,,Hydropsyche siltalai,NBNSYS0000008421
1,1,1836,,,,Diplectrona felix,NBNSYS0000008422
1,1,1854,,,,Agrypnia obsoleta,NBNSYS0000008424
1,1,1833,,,,Agrypnia pagetana,NBNSYS0000008425
1,1,1867,,,,Hagenella clathrata,NBNSYS0000008428
1,1,1833,,,,Oligotricha striata,NBNSYS0000008429
1,1,1858,,,,Phryganea bipunctata,NBNSYS0000008430
1,1,1823,,,,Phryganea grandis,NBNSYS0000008431
1,1,1830,,,,Trichostegia minor,NBNSYS0000008432
1,1,1836,,,,Brachycentrus subnubilus,NBNSYS0000008433
1,1,1836,,,,Crunoecia irrorata,NBNSYS0000008434
1,1,1837,,,,Ironoquia dubia,NBNSYS0000008437
1,1,1864,,,,Apatania muliebris,NBNSYS0000008439
1,1,1862,,,,Apatania wallengreni,NBNSYS0000008441
1,1,1837,,,,Drusus annulatus,NBNSYS0000008442
1,1,1867,,,,Allogamus auricollis,NBNSYS0000008444
1,1,1868,,,,Enoicyla pusilla,NBNSYS0000008445
1,1,1836,,,,Halesus digitatus,NBNSYS0000008446
1,1,1840,,,,Halesus radiatus,NBNSYS0000008447
1,1,1865,,,,Hydatophylax infumatus,NBNSYS0000008448
1,1,1865,,,,Melampophylax mucoreus,NBNSYS0000008449
1,1,1883,,,,Mesophylax aspersus,NBNSYS0000008450
1,1,1883,,,,Mesophylax impunctatus,NBNSYS0000008451
1,1,1836,,,,Micropterna lateralis,NBNSYS0000008454
1,1,1859,,,,Micropterna sequax,NBNSYS0000008455
1,1,1836,,,,Potamophylax cingulatus,NBNSYS0000008456
1,1,1825,,,,Potamophylax latipennis,NBNSYS0000008457
1,1,1865,,,,Potamophylax rotundipennis,NBNSYS0000008458
1,1,1836,,,,Stenophylax permistus,NBNSYS0000008459
1,1,1836,,,,Stenophylax vibex,NBNSYS0000008460
1,1,1832,,,,Anabolia nervosa,NBNSYS0000008462
1,1,1836,,,,Glyphotaelius pellucidus,NBNSYS0000008463
1,1,1836,,,,Grammotaulius nigropunctatus,NBNSYS0000008464
1,1,1836,,,,Limnephilus affinis,NBNSYS0000008466
1,1,1837,,,,Limnephilus auricula,NBNSYS0000008467
1,1,1836,,,,Limnephilus binotatus,NBNSYS0000008468
1,1,1837,,,,Limnephilus bipunctatus,NBNSYS0000008469
1,1,1869,,,,Limnephilus borealis,NBNSYS0000008470
1,1,1825,,,,Limnephilus centralis,NBNSYS0000008471
1,1,1837,,,,Limnephilus coenosus,NBNSYS0000008472
1,1,1862,,,,Limnephilus decipiens,NBNSYS0000008473
1,1,1831,,,,Limnephilus elegans,NBNSYS0000008474
1,1,1861,,,,Limnephilus extricatus,NBNSYS0000008475
1,1,1830,,,,Limnephilus fuscicornis,NBNSYS0000008477
1,1,1827,,,,Limnephilus griseus,NBNSYS0000008479
1,1,1859,,,,Limnephilus hirsutus,NBNSYS0000008480
1,1,1860,,,,Limnephilus ignavus,NBNSYS0000008481
1,1,1837,,,,Limnephilus incisus,NBNSYS0000008482
1,1,1836,,,,Limnephilus lunatus,NBNSYS0000008483
1,1,1837,,,,Limnephilus luridus,NBNSYS0000008484
1,1,1836,,,,Limnephilus marmoratus,NBNSYS0000008485
1,1,1858,,,,Limnephilus nigriceps,NBNSYS0000008486
1,1,1890,,,,Limnephilus pati,NBNSYS0000008487
1,1,1860,,,,Limnephilus politus,NBNSYS0000008488
1,1,1827,,,,Limnephilus rhombicus,NBNSYS0000008489
1,1,1837,,,,Limnephilus sparsus,NBNSYS0000008490
1,1,1833,,,,Limnephilus stigma,NBNSYS0000008491
1,1,1878,,,,Limnephilus subcentralis,NBNSYS0000008492
1,1,1892,,,,Limnephilus tauricus,NBNSYS0000008493
1,1,1965,,,,Nemotaulius punctatolineatus,NBNSYS0000008495
1,1,1867,,,,Rhadicoleptus alpestris,NBNSYS0000008497
1,1,1859,,,,Silo nigricornis,NBNSYS0000008499
1,1,1835,,,,Beraea maurus,NBNSYS0000008501
1,1,1835,,,,Beraea pullata,NBNSYS0000008502
1,1,1865,,,,Beraeodes minutus,NBNSYS0000008503
1,1,1900,,,,Ernodes articularis,NBNSYS0000008504
1,1,1836,,,,Notidobia ciliaris,NBNSYS0000008505
1,1,1825,,,,Sericostoma personatum,NBNSYS0000008506
1,1,1825,,,,Odontocerum albicorne,NBNSYS0000008507
1,1,1879,,,,Molanna albicans,NBNSYS0000008508
1,1,1819,,,,Molanna angustata,NBNSYS0000008509
1,1,1813,,,,Athripsodes albifrons,NBNSYS0000008510
1,1,1836,,,,Athripsodes aterrimus,NBNSYS0000008512
1,1,1830,,,,Athripsodes bilineatus,NBNSYS0000008513
1,1,1836,,,,Athripsodes cinereus,NBNSYS0000008514
1,1,1862,,,,Athripsodes commutatus,NBNSYS0000008515
1,1,1836,,,,Ceraclea albimacula,NBNSYS0000008516
1,1,1836,,,,Ceraclea annulicornis,NBNSYS0000008517
1,1,1836,,,,Ceraclea dissimilis,NBNSYS0000008518
1,1,1861,,,,Ceraclea fulva,NBNSYS0000008519
1,1,1836,,,,Ceraclea nigronervosa,NBNSYS0000008520
1,1,1862,,,,Ceraclea senilis,NBNSYS0000008521
1,1,1938,,,,Leptocerus lusitanicus,NBNSYS0000008523
1,1,1834,,,,Leptocerus tineiformis,NBNSYS0000008524
1,1,1811,,,,Mystacides azurea,NBNSYS0000008525
1,1,1825,,,,Mystacides longicornis,NBNSYS0000008526
1,1,1884,,,,Adicella filicornis,NBNSYS0000008528
1,1,1836,,,,Adicella reducta,NBNSYS0000008529
1,1,1871,,,,Erotesis baltica,NBNSYS0000008530
1,1,1836,,,,Triaenodes bicolor,NBNSYS0000008531
1,1,1829,,,,Ylodes conspersus,NBNSYS0000008532
1,1,1829,,,,Ylodes reuteri,NBNSYS0000008533
1,1,1906,,,,Ylodes simulans,NBNSYS0000008534
1,1,1862,,,,Oecetis furva,NBNSYS0000008535
1,1,1861,,,,Oecetis lacustris,NBNSYS0000008536
1,1,1867,,,,Oecetis notata,NBNSYS0000008537
1,1,1822,,,,Oecetis ochracea,NBNSYS0000008538
1,1,1825,,,,Oecetis testacea,NBNSYS0000008539
1,1,1861,,,,Setodes argentipunctellus,NBNSYS0000008540
1,1,1877,,,,Setodes punctatus,NBNSYS0000008541
1,1,1862,,,,Rhyacophila fasciata,NBNSYS0000155925
1,1,1830,,,,Leptocerus interruptus,NHMSYS0020442420
1,1,1868,,,,Psychomyia fragilis,NHMSYS0020547806
1,1,1825,,,,Agrypnia varia,NHMSYS0020704765
1,1,1821,,,,Chaetopteryx villosa,NHMSYS0020704776
1,1,1836,,,,Goera pilosa,NHMSYS0020704791
1,1,1859,,,,Grammotaulius nitidus,NHMSYS0020704793
1,1,1836,,,,Lepidostoma hirtum,NHMSYS0020704804
1,1,1836,,,,Limnephilus flavicornis,NHMSYS0020704807
1,1,1837,,,,Limnephilus vittatus,NHMSYS0020704808
1,1,1835,,,,Psychomyia pusilla,NHMSYS0020704831
1,1,1836,,,,Silo pallipes,NHMSYS0020704837
1,1,1861,,,,Anabolia brevipennis,NHMSYS0020785001
1,1,1861,,,,Ecclisopteryx dalecarlica,NHMSYS0021008755
1,1,1952,,,,Agrypnetes crassicornis,NHMSYS0021008788
1,1,1862,,,,Lepidostoma basale,NHMSYS0021008795
