tvk,code,taxon
NHMSYS0020745850,2,Batracomorphus allionii
NBNSYS0100001917,1,Batracomorphus irroratus
NHMSYS0020442299,1,Calligypona reyi
NHMSYS0020705258,1,Centrotus cornutus
NHMSYS0020705260,1,Cercopis vulnerata
NHMSYS0020442301,3,Chloriona dorsata
NHMSYS0020705263,3,Chloriona glaucescens
NHMSYS0020705264,3,Chloriona smaragdula
NHMSYS0020705265,3,Chloriona unicolor
NHMSYS0020442302,3,Chloriona vasconica
NHMSYS0020442303,3,Chlorita dumosa
NBNSYS0000010620,3,Chlorita viridula
NHMSYS0020442305,3,Cicadella lasiocarpae
NHMSYS0020705270,1,Cicadella viridis
NBNSYS0000010417,1,Cicadetta montana
NHMSYS0020705274,4,Cicadula (Cicadula) flori
NHMSYS0020705278,4,Cicadula (Cicadula) persimilis
NHMSYS0020705279,4,Cicadula (Cicadula) quadrinotata
NHMSYS0020705280,4,Cicadula (Cicadula) quinquenotata
NHMSYS0020705281,4,Cicadula (Cicadula) saturata
NHMSYS0020705276,3,Cicadula (Cyperana) intermedia
NHMSYS0020705277,3,Cicadula (Cyperana) ornata
NHMSYS0020705275,3,Cicadula (Henriana) frontalis
NHMSYS0020705273,4,Cicadula aurantipes
NHMSYS0020705284,4,Cixius (Acanthocixius) cambricus
NHMSYS0020705289,3,Cixius (Acanthocixius) similis
NHMSYS0020705283,5,Cixius (Ceratocixius) caledonicus
NHMSYS0020705285,3,Cixius (Ceratocixius) cunicularius
NHMSYS0020705288,4,Cixius (Ceratocixius) remotus
NHMSYS0020705290,4,Cixius (Ceratocixius) simplex
NHMSYS0020705286,3,Cixius (Paracixius) distinguendus
NHMSYS0020705287,3,Cixius nervosus
NHMSYS0020705292,2,Colladonus torneellus
NHMSYS0020705295,1,Conomelus anceps
NHMSYS0020705297,1,Conosanus obsoletus
NHMSYS0020705300,3,Cosmotettix (Airosus) costalis
NHMSYS0020705299,3,Cosmotettix (Cosmotettix) caudatus
NHMSYS0020705301,3,Cosmotettix (Cosmotettix) panzeri
NHMSYS0020705311,1,Criomorphus albomarginatus
NHMSYS0020442316,3,Criomorphus moestus
NHMSYS0020442317,3,Criomorphus williamsi
NHMSYS0020705320,1,Delphacinus mesomelas
NHMSYS0020442318,3,Delphacodes capnodes
NHMSYS0020705322,3,Delphacodes venosus
NHMSYS0020745860,3,Delphax crassicornis
NHMSYS0020705324,1,Delphax pulchellus
NHMSYS0020705326,2,Deltocephalus maculiceps
NHMSYS0020705327,1,Deltocephalus pulicaris
NHMSYS0020705330,1,Dicranotropis (Dicranotropis) hamata
NHMSYS0020705329,3,Dicranotropis (Leimonodite) divergens
NHMSYS0020705332,2,Dikraneura variata
NHMSYS0020705337,1,Ditropis pteridis
NBNSYS0000010503,2,Doratura impudica
NHMSYS0020705339,1,Doratura stylata
NHMSYS0020745852,1,Dryodurgades antoniae
NHMSYS0020442320,3,Ebarrius cognatus
NHMSYS0020442321,4,Edwardsiana alnicola
NHMSYS0020705351,4,Edwardsiana avellanae
NHMSYS0020705352,4,Edwardsiana bergmanni
NHMSYS0020705353,4,Edwardsiana candidula
NHMSYS0020705354,4,Edwardsiana crataegi
NHMSYS0020705355,4,Edwardsiana diversa
NHMSYS0020705356,4,Edwardsiana flavescens
NHMSYS0020705357,4,Edwardsiana frustrator
NHMSYS0020705358,1,Edwardsiana geometrica
NHMSYS0020442322,4,Edwardsiana ishidai
NHMSYS0020442323,4,Edwardsiana lanternae
NHMSYS0020705359,4,Edwardsiana lethierryi
NHMSYS0020705361,4,Edwardsiana nigriloba
NHMSYS0020705362,4,Edwardsiana plebeja
NHMSYS0020705363,4,Edwardsiana prunicola
NHMSYS0020705364,4,Edwardsiana rosae
NHMSYS0020442324,5,Edwardsiana rosaesugans
NHMSYS0020705365,4,Edwardsiana salicicola
NHMSYS0020705366,4,Edwardsiana spinigera
NHMSYS0020442325,4,Edwardsiana tersa
NBNSYS0100002955,4,Elymana kozhevnikovi
NHMSYS0020705368,2,Elymana sulphurella
NHMSYS0020442329,5,Emelyanoviana contraria
NHMSYS0020705370,3,Emelyanoviana mollicula
NHMSYS0020705542,3,Empoasca decipiens
NHMSYS0020705543,5,Empoasca pteridis
NHMSYS0020705544,3,Empoasca vitis
NHMSYS0020977145,2,Erotettix cyane
NHMSYS0020705533,1,Errastunus ocellaris
NHMSYS0020705552,2,Erythria (Erythria) aureola
NHMSYS0020977210,2,Erzaleus metrius
NHMSYS0020705554,2,Euconomelus lepidus
NHMSYS0020977611,2,Euides basilinea
NHMSYS0020705558,1,Eupelix cuspidata
NHMSYS0020705560,1,Eupterycyba jucunda
NHMSYS0020705562,2,Eupteryx artemisiae
NHMSYS0020705563,3,Eupteryx atropunctata
NHMSYS0020705564,2,Eupteryx aurata
NHMSYS0020705565,2,Eupteryx cyclops
NHMSYS0020745857,3,Eupteryx decemnotata
NHMSYS0020705566,2,Eupteryx filicum
NHMSYS0020705567,3,Eupteryx florida
NHMSYS0020705568,5,Eupteryx heydenii
NHMSYS0020705569,3,Eupteryx melissae
NHMSYS0020705570,2,Eupteryx notata
NHMSYS0020705571,3,Eupteryx origani
NHMSYS0020705572,2,Eupteryx signatipennis
NHMSYS0020705573,3,Eupteryx stachydearum
NHMSYS0020705574,2,Eupteryx tenella
NHMSYS0020705575,3,Eupteryx thoulessi
NHMSYS0020705576,2,Eupteryx urticae
NHMSYS0020705577,2,Eupteryx vittata
NHMSYS0020705579,3,Eurhadina concinna
NHMSYS0020442333,5,Eurhadina kirschbaumi
NHMSYS0020705580,3,Eurhadina loewii
NHMSYS0020705581,2,Eurhadina pulchella
NHMSYS0020442334,3,Eurhadina ribauti
NHMSYS0020705583,1,Eurybregma nigrolineata
NHMSYS0020705585,2,Eurysa lineata
NHMSYS0020977194,4,Eurysanoides douglasi
NHMSYS0020977628,4,Eurysella brunnea
NHMSYS0020442336,4,Eurysula lurida
NHMSYS0020442337,4,Euscelidius schenckii
NHMSYS0020442338,3,Euscelidius variegatus
NHMSYS0020705589,2,Euscelis incisus
NHMSYS0020705590,3,Euscelis lineolatus
NHMSYS0020442339,3,Euscelis ohausi
NBNSYS0000010554,4,Euscelis venosus
NHMSYS0020705592,1,Evacanthus acuminatus
NHMSYS0020705593,1,Evacanthus interruptus
NHMSYS0020705595,4,Fagocyba carri
NHMSYS0020705596,4,Fagocyba cruenta
NBNSYS0100003194,4,Fieberiella florii
NHMSYS0020973331,4,Fieberiella septentrionalis
NHMSYS0020924615,2,Florodelphax leptosoma sensu stricto
NHMSYS0020442341,3,Florodelphax paryphasma
NHMSYS0020705603,3,Forcipata citrinella
NHMSYS0020705604,3,Forcipata forcipata
NHMSYS0020705606,1,Gargara genistae
NHMSYS0020705608,1,Graphocephala fennahi
NHMSYS0020705610,1,Graphocraerus ventralis
NHMSYS0020705612,2,Gravesteiniella boldi
NHMSYS0020705614,2,Grypotes puncticollis
NHMSYS0020705617,2,Hardya melanopsis
NHMSYS0020705619,2,Hauptidia maroccana
NHMSYS0020442343,2,Hephathus nanus
NHMSYS0020705627,1,Hyledelphax elegantula
NHMSYS0020705629,1,Iassus lanio
NHMSYS0020442411,2,Iassus scutellaris
NHMSYS0020705636,2,Idiocerus herichii
NHMSYS0020705638,2,Idiocerus lituratus
NHMSYS0020705643,2,Idiocerus similis
NHMSYS0020705644,2,Idiocerus stigmaticalis
NHMSYS0020705649,2,Idiodonus cruentatus
NHMSYS0020705653,2,Issus coleoptratus
NHMSYS0020442413,2,Issus muscaeformis
NHMSYS0020705656,4,Jassargus (Arrailus) flori
NHMSYS0020705657,4,Jassargus (Sayetus) sursumflexus
NHMSYS0020977455,3,Jassargus pseudocellaris
NHMSYS0020705659,3,Javesella (Javesella) discolor
NHMSYS0020705660,3,Javesella (Javesella) dubia
NHMSYS0020705661,3,Javesella (Javesella) forcipata
NHMSYS0020705662,3,Javesella (Javesella) obscurella
NHMSYS0020705663,3,Javesella (Javesella) pellucida
NHMSYS0020705666,3,Kelisia guttula
NHMSYS0020705667,4,Kelisia guttulifera
NHMSYS0020745859,5,Kelisia occirrega
NHMSYS0020705668,3,Kelisia pallidula
NHMSYS0020705669,3,Kelisia punctulum
NHMSYS0020705670,3,Kelisia ribauti
NHMSYS0020705671,3,Kelisia sabulicola
NHMSYS0020705672,3,Kelisia vittipennis
NHMSYS0020705675,2,Kosswigianella exigua
NHMSYS0020442415,4,Kyboasca bipunctata
NHMSYS0020705679,4,Kybos butleri
NHMSYS0020442416,5,Kybos calyculus
NHMSYS0020705680,4,Kybos populi
NHMSYS0020705681,4,Kybos rufescens
NHMSYS0020705682,4,Kybos smaragdulus
NHMSYS0020705683,4,Kybos strigilifer
NHMSYS0020705684,4,Kybos virgator
NHMSYS0020705686,2,Lamprotettix nitidulus
NHMSYS0020442417,3,Laodelphax striatellus
NHMSYS0020705689,1,Ledra aurita
NHMSYS0020745856,2,Liguropia juniperi
NHMSYS0020442422,4,Limotettix atricapillus
NHMSYS0020705691,2,Limotettix striola
NHMSYS0020705693,2,Lindbergina aurovittata
NHMSYS0020705695,2,Linnavuoriana decempunctata
NHMSYS0020705696,2,Linnavuoriana sexmaculata
NHMSYS0020705705,3,Macropsis albae
NHMSYS0020705706,3,Macropsis cerea
NHMSYS0020705707,3,Macropsis fuscinervis
NHMSYS0020705708,3,Macropsis fuscula
NHMSYS0020442424,5,Macropsis glandacea
NHMSYS0020705709,3,Macropsis graminea
NHMSYS0020705710,3,Macropsis impura
NHMSYS0020705711,3,Macropsis infuscata
NHMSYS0020705712,3,Macropsis marginata
NHMSYS0020745851,3,Macropsis megerlei
NHMSYS0020705713,3,Macropsis prasina
NHMSYS0020705714,3,Macropsis scotti
NHMSYS0020924639,3,Macropsis scutellata sensu stricto
NHMSYS0020442426,5,Macrosteles alpinus
NHMSYS0020442427,5,Macrosteles cristatus
NHMSYS0020442428,5,Macrosteles fieberi
NHMSYS0020442429,4,Macrosteles frontalis
NHMSYS0020705718,3,Macrosteles horvathi
NHMSYS0020705719,4,Macrosteles laevis
NHMSYS0020442430,5,Macrosteles lividus
NHMSYS0020705720,5,Macrosteles oshanini
NHMSYS0020705721,4,Macrosteles ossiannilssoni
NHMSYS0020442432,4,Macrosteles quadripunctulatus
NHMSYS0020705722,3,Macrosteles septemnotatus
NHMSYS0020705723,4,Macrosteles sexnotatus
NHMSYS0020442433,4,Macrosteles sordidipennis
NHMSYS0020705724,3,Macrosteles variatus
NHMSYS0020705725,4,Macrosteles viridigriseus
NHMSYS0020705727,2,Macustus grisescens
NHMSYS0020442434,3,Megamelodes lequesnei
NHMSYS0020924651,3,Megamelodes quadrimaculatus sensu stricto
NHMSYS0020705732,2,Megamelus notulus
NHMSYS0020705734,3,Megophthalmus scabripennis
NHMSYS0020705735,3,Megophthalmus scanicus
NHMSYS0020442437,1,Metalimnus formosus
NHMSYS0020705634,2,Metidiocerus elegans
NHMSYS0020705642,2,Metidiocerus rutilans
NHMSYS0020705743,4,Mocuellus (Mocuellus) collinus
NHMSYS0020705746,1,Mocydia crocea
NHMSYS0020705748,3,Mocydiopsis attenuata
NHMSYS0020705749,3,Mocydiopsis parvicauda
NHMSYS0020705751,3,Muellerianella brevipennis
NHMSYS0020705752,3,Muellerianella extrusa
NHMSYS0020705753,3,Muellerianella fairmairei
NHMSYS0020705755,2,Muirodelphax aubei
NHMSYS0020705765,1,Neophilaenus campestris
NHMSYS0020705766,1,Neophilaenus exclamationis
NHMSYS0020705767,1,Neophilaenus lineatus
NHMSYS0020442440,4,Neophilaenus longiceps
NHMSYS0020705962,2,Nothodelphax distinctus
NHMSYS0020705769,2,Notus flavipennis
NHMSYS0020442443,2,Oncodelphax pullulus
NHMSYS0020705775,3,Oncopsis alni
NHMSYS0020973319,4,Oncopsis appendiculata
NHMSYS0020705776,3,Oncopsis avellanae
NHMSYS0020705777,4,Oncopsis carpini
NHMSYS0020705778,3,Oncopsis flavicollis
NHMSYS0020705779,4,Oncopsis subangulata
NHMSYS0020705780,3,Oncopsis tristis
NHMSYS0020705890,3,Ophiola cornicula
NHMSYS0020705891,4,Ophiola decumana
NHMSYS0020927625,4,Ophiola plutonia
NHMSYS0020705782,1,Opsius stactogalus
NHMSYS0020973367,1,Orientus ishidae
NBNSYS0100004363,3,Ossiannilssonola callosa
NHMSYS0020705790,2,Paluda flaveola
NHMSYS0020442446,3,Paradelphacodes paludosus
NHMSYS0020705794,3,Paraliburnia adela
NHMSYS0020705795,3,Paraliburnia clypealis
NHMSYS0020442448,2,Paralimnus phragmitis
NHMSYS0020705798,2,Paramesus obtusifrons
NHMSYS0020442449,1,Pediopsis tiliae
NHMSYS0020705771,1,Pentastiridius (Pentastiridius) leporinus
NHMSYS0020705811,1,Philaenus spumarius
NHMSYS0020973355,2,Pithyotettix abietinus
NHMSYS0020705816,2,Placotettix taeniatifrons
NHMSYS0020705215,1,Planaphrodes bifasciata
NHMSYS0020977178,2,Planaphrodes trifasciata
NHMSYS0020705820,1,Platymetopius (Platymetopius) undatus
NHMSYS0020705631,1,Populicerus albicans
NHMSYS0020705632,1,Populicerus confusus
NHMSYS0020705637,2,Populicerus laminatus
NHMSYS0020705635,2,Populicerus nitidissimus
NHMSYS0020705641,2,Populicerus populi
NHMSYS0020530792,2,Prokelisia marginata
NHMSYS0020442454,4,Psammotettix albomarginatus
NHMSYS0020705826,3,Psammotettix cephalotes
NHMSYS0020705827,4,Psammotettix confinis
NHMSYS0020705828,5,Psammotettix frigidus
NHMSYS0020745853,5,Psammotettix helvolus
NHMSYS0020442456,2,Psammotettix maritimus
NHMSYS0020442457,4,Psammotettix nodosus
NHMSYS0020924663,4,Psammotettix putoni sensu stricto
NHMSYS0020705830,3,Psammotettix sabulicola
NHMSYS0020924719,5,Psammotettix striatus sensu stricto
NHMSYS0020705867,1,Recilia coronifera
NHMSYS0020705772,1,Reptalus (Reptalus) panzeri
NHMSYS0020705789,1,Rhopalopyx adumbrata
NHMSYS0020705791,4,Rhopalopyx vitripennis
NHMSYS0020705874,1,Rhytidodus decimusquartus
NHMSYS0020705876,1,Rhytistylus proceps
NHMSYS0020705878,4,Ribautiana cruciata
NHMSYS0020705879,4,Ribautiana debilis
NHMSYS0020705880,4,Ribautiana scalaris
NHMSYS0020924687,3,Ribautiana tenerrima sensu stricto
NHMSYS0020705882,3,Ribautiana ulmi
NHMSYS0020442459,3,Ribautodelphax angulosus
NBNSYS0000010768,3,Ribautodelphax imitans
NHMSYS0020442460,4,Ribautodelphax pallens
NHMSYS0020442461,3,Ribautodelphax pungens
NHMSYS0020705885,3,Sagatus punctifrons
NHMSYS0020705887,2,Sardius argus
NHMSYS0020705922,2,Scottianella dalei
NHMSYS0020705894,2,Sonronius dahlbomi
NHMSYS0020705896,3,Sorhoanus xanthoneurus
NHMSYS0020705901,2,Speudotettix subfusculus
NHMSYS0020705640,2,Stenidiocerus poecilus
NHMSYS0020442466,4,Stenocranus fuscovittatus
NHMSYS0020705904,2,Stenocranus longipennis
NHMSYS0020705905,3,Stenocranus major
NHMSYS0020705906,2,Stenocranus minutus
NHMSYS0020705910,3,Stiroma affinis
NHMSYS0020442467,3,Stiroma bicarinata
NHMSYS0020705912,2,Streptanus aemulans
NHMSYS0020705913,2,Streptanus marginatus
NHMSYS0020705914,2,Streptanus sordidus
NHMSYS0020705916,3,Stroggylocephalus agrestis
NHMSYS0020705917,3,Stroggylocephalus livens
NHMSYS0020442470,4,Struebingianella litoralis
NHMSYS0020705924,3,Struebingianella lugubrina
NHMSYS0020745854,2,Synophropsis lauri
NHMSYS0020705926,2,Tachycixius pilosus
NHMSYS0020705930,1,Tettigometra (Tettigometra) impressopunctata
NHMSYS0020705933,2,Thamnotettix (Loepotettix) dilutior
NHMSYS0020705932,2,Thamnotettix (Thamnotettix) confinis
NHMSYS0020705633,2,Tremulicerus distinguendus
NHMSYS0020705645,2,Tremulicerus tremulae
NHMSYS0020705646,2,Tremulicerus vitreus
NHMSYS0020442473,3,Trigonocranus emmeae
NHMSYS0020705957,2,Turrutus socialis
NHMSYS0020705960,1,Typhlocyba quercus
NHMSYS0020705964,1,Ulopa reticulata
NHMSYS0020705965,1,Utecha trivia
NHMSYS0020705334,2,Verdanus (Verdanus) abdominalis
NHMSYS0020705181,2,Wagneripteryx germari
NHMSYS0020442475,3,Xanthodelphax flaveolus
NHMSYS0020705968,3,Xanthodelphax stramineus
NHMSYS0020705959,1,Zonocyba bifasciata
NHMSYS0020705973,3,Zygina (Hypericiella) hyperici
NHMSYS0020705971,4,Zygina angusta
NHMSYS0020705972,2,Zygina flammigera
NHMSYS0020705974,4,Zygina ordinaria
NHMSYS0020442476,3,Zygina rubrovittata
NHMSYS0020705975,5,Zygina schneideri
NHMSYS0020705976,5,Zygina suavis
NHMSYS0020705977,3,Zygina tiliae
NHMSYS0020745858,2,Zyginella pulchra
NHMSYS0020705979,1,Zyginidia scutellaris
